"District Name","School Name",Grade,Gender,"Participation Rate","Percent Did Not Yet Meet Expectations","Percent Met or Exceeded Expectations"
"Delta County 50(J)","Grand Mesa Choice Academy",08,Female,"- -","- -","- -"
"Delta County 50(J)","Delta Middle School","All Grades",Male,88.6,18.9,18.0
"Delta County 50(J)","Delta Middle School","All Grades",Female,87.0,23.8,17.8
"Delta County 50(J)","Delta Middle School",06,Male,77.8,15.7,8.6
"Delta County 50(J)","Delta Middle School",06,Female,81.1,16.9,7.8
"Delta County 50(J)","Delta Middle School",07,Male,95.6,15.1,19.8
"Delta County 50(J)","Delta Middle School",07,Female,89.2,21.2,19.7
"Delta County 50(J)","Delta Middle School",08,Male,92.8,26.0,24.7
"Delta County 50(J)","Delta Middle School",08,Female,92.2,33.8,26.8
"Delta County 50(J)","Vision Charter Academy","All Grades",Male,77.8,"- -",38.8
"Delta County 50(J)","Vision Charter Academy","All Grades",Female,63.5,24.2,18.2
"Delta County 50(J)","Vision Charter Academy",03,Male,100.0,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",03,Female,50.0,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",04,Male,33.3,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",04,Female,71.4,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",05,Male,82.4,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",05,Female,83.3,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",06,Male,91.7,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",06,Female,60.0,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",07,Male,85.7,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",07,Female,66.7,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",08,Male,68.8,"- -","- -"
"Delta County 50(J)","Vision Charter Academy",08,Female,62.5,"- -","- -"
"Delta County 50(J)","Garnet Mesa Elementary School","All Grades",Male,100.0,16.4,38.4
"Delta County 50(J)","Garnet Mesa Elementary School","All Grades",Female,100.0,22.8,24.4
"Delta County 50(J)","Garnet Mesa Elementary School",03,Male,100.0,13.2,50.9
"Delta County 50(J)","Garnet Mesa Elementary School",03,Female,100.0,25.0,33.3
"Delta County 50(J)","Garnet Mesa Elementary School",04,Male,100.0,27.9,23.3
"Delta County 50(J)","Garnet Mesa Elementary School",04,Female,100.0,31.1,15.6
"Delta County 50(J)","Garnet Mesa Elementary School",05,Male,100.0,10.0,38.0
"Delta County 50(J)","Garnet Mesa Elementary School",05,Female,100.0,13.0,26.1
"Delta County 50(J)","Hotchkiss Elementary School","All Grades",Male,96.4,17.3,37.0
"Delta County 50(J)","Hotchkiss Elementary School","All Grades",Female,98.9,8.7,37.0
"Delta County 50(J)","Hotchkiss Elementary School",03,Male,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",03,Female,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",04,Male,92.9,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",04,Female,90.9,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",05,Male,91.7,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",05,Female,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",06,Male,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",06,Female,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",07,Male,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",07,Female,100.0,"- -","- -"
"Delta County 50(J)","Hotchkiss Elementary School",08,Male,94.4,"- -",35.3
"Delta County 50(J)","Hotchkiss Elementary School",08,Female,100.0,"- -",47.8
"Delta County 50(J)","Cedaredge Elementary School","All Grades",Male,98.8,7.3,37.8
"Delta County 50(J)","Cedaredge Elementary School","All Grades",Female,98.7,10.8,16.2
"Delta County 50(J)","Cedaredge Elementary School",03,Male,96.6,"- -",50.0
"Delta County 50(J)","Cedaredge Elementary School",03,Female,95.8,"- -",17.4
"Delta County 50(J)","Cedaredge Elementary School",04,Male,100.0,"- -",35.7
"Delta County 50(J)","Cedaredge Elementary School",04,Female,100.0,"- -",20.8
"Delta County 50(J)","Cedaredge Elementary School",05,Male,100.0,"- -",26.9
"Delta County 50(J)","Cedaredge Elementary School",05,Female,100.0,"- -",11.1
"Delta County 50(J)","Lincoln Elementary School","All Grades",Male,95.2,15.1,33.6
"Delta County 50(J)","Lincoln Elementary School","All Grades",Female,98.4,16.5,16.5
"Delta County 50(J)","Lincoln Elementary School",03,Male,92.9,17.9,48.7
"Delta County 50(J)","Lincoln Elementary School",03,Female,97.6,26.8,22.0
"Delta County 50(J)","Lincoln Elementary School",04,Male,100.0,14.3,31.0
"Delta County 50(J)","Lincoln Elementary School",04,Female,100.0,10.8,21.6
"Delta County 50(J)","Lincoln Elementary School",05,Male,92.7,13.2,21.1
"Delta County 50(J)","Lincoln Elementary School",05,Female,98.0,12.2,8.2
"Delta County 50(J)","North Fork School of Integrated Studies","All Grades",Male,54.5,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies","All Grades",Female,65.5,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",03,Male,50.0,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",03,Female,55.6,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",04,Male,0.0,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",04,Female,71.4,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",05,Male,87.5,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",05,Female,66.7,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",06,Male,33.3,"- -","- -"
"Delta County 50(J)","North Fork School of Integrated Studies",06,Female,75.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School","All Grades",Male,97.8,6.8,39.8
"Delta County 50(J)","Paonia Elementary School","All Grades",Female,94.7,4.2,53.5
"Delta County 50(J)","Paonia Elementary School",03,Male,100.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",03,Female,90.9,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",04,Male,100.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",04,Female,80.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",05,Male,100.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",05,Female,100.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",06,Male,100.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",06,Female,100.0,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",07,Male,92.9,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",07,Female,92.9,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",08,Male,93.3,"- -","- -"
"Delta County 50(J)","Paonia Elementary School",08,Female,100.0,"- -","- -"
"Delta County 50(J)","Delta Online Learning Academy","All Grades",Male,"- -","- -","- -"
"Delta County 50(J)","Delta Online Learning Academy","All Grades",Female,0.0,"- -","- -"
"Delta County 50(J)","Delta Online Learning Academy",08,Male,"- -","- -","- -"
"Delta County 50(J)","Delta Online Learning Academy",08,Female,0.0,"- -","- -"
"Denver County 1","Academy 360","All Grades",Male,96.0,62.5,"- -"
"Denver County 1","Academy 360","All Grades",Female,89.3,60.0,"- -"
"Denver County 1","Academy 360",03,Male,100.0,"- -","- -"
"Denver County 1","Academy 360",03,Female,91.7,"- -","- -"
"Denver County 1","Academy 360",04,Male,100.0,"- -","- -"
"Denver County 1","Academy 360",04,Female,100.0,"- -","- -"
"Denver County 1","Academy 360",05,Male,85.7,"- -","- -"
"Denver County 1","Academy 360",05,Female,66.7,"- -","- -"
"Denver County 1","John H. Amesse Elementary","All Grades",Male,93.9,42.4,5.4
"Denver County 1","John H. Amesse Elementary","All Grades",Female,89.2,43.9,4.5
"Denver County 1","John H. Amesse Elementary",03,Male,97.2,37.1,"- -"
"Denver County 1","John H. Amesse Elementary",03,Female,86.4,73.7,"- -"
"Denver County 1","John H. Amesse Elementary",04,Male,87.1,40.7,"- -"
"Denver County 1","John H. Amesse Elementary",04,Female,90.5,15.8,"- -"
"Denver County 1","John H. Amesse Elementary",05,Male,96.8,50.0,"- -"
"Denver County 1","John H. Amesse Elementary",05,Female,90.3,42.9,"- -"
"Denver County 1","Asbury Elementary School","All Grades",Male,97.0,"- -",65.6
"Denver County 1","Asbury Elementary School","All Grades",Female,95.2,"- -",50.8
"Denver County 1","Asbury Elementary School",03,Male,100.0,"- -",88.9
"Denver County 1","Asbury Elementary School",03,Female,90.9,"- -",45.0
"Denver County 1","Asbury Elementary School",04,Male,94.1,"- -",56.3
"Denver County 1","Asbury Elementary School",04,Female,95.0,"- -",47.4
"Denver County 1","Asbury Elementary School",05,Male,96.8,"- -",56.7
"Denver County 1","Asbury Elementary School",05,Female,100.0,"- -",60.0
"Denver County 1","Valdez Elementary School","All Grades",Male,93.5,5.6,58.3
"Denver County 1","Valdez Elementary School","All Grades",Female,96.1,5.4,55.4
"Denver County 1","Valdez Elementary School",03,Male,95.8,"- -",69.6
"Denver County 1","Valdez Elementary School",03,Female,100.0,"- -",65.2
"Denver County 1","Valdez Elementary School",04,Male,100.0,"- -",37.5
"Denver County 1","Valdez Elementary School",04,Female,96.4,"- -",59.3
"Denver County 1","Valdez Elementary School",05,Male,86.2,"- -",68.0
"Denver County 1","Valdez Elementary School",05,Female,92.3,"- -",41.7
"Denver County 1","Ashley Elementary School","All Grades",Male,96.8,23.3,18.3
"Denver County 1","Ashley Elementary School","All Grades",Female,95.2,31.7,15.0
"Denver County 1","Ashley Elementary School",03,Male,91.7,40.9,"- -"
"Denver County 1","Ashley Elementary School",03,Female,95.0,31.6,"- -"
"Denver County 1","Ashley Elementary School",04,Male,100.0,"- -","- -"
"Denver County 1","Ashley Elementary School",04,Female,91.7,"- -","- -"
"Denver County 1","Ashley Elementary School",05,Male,100.0,"- -",18.5
"Denver County 1","Ashley Elementary School",05,Female,100.0,"- -",26.3
"Denver County 1","Barnum Elementary School","All Grades",Male,98.4,27.9,21.3
"Denver County 1","Barnum Elementary School","All Grades",Female,97.5,26.6,10.1
"Denver County 1","Barnum Elementary School",03,Male,100.0,23.8,"- -"
"Denver County 1","Barnum Elementary School",03,Female,100.0,34.6,"- -"
"Denver County 1","Barnum Elementary School",04,Male,100.0,20.8,"- -"
"Denver County 1","Barnum Elementary School",04,Female,96.0,33.3,"- -"
"Denver County 1","Barnum Elementary School",05,Male,94.1,43.8,18.8
"Denver County 1","Barnum Elementary School",05,Female,96.7,13.8,13.8
"Denver County 1","Beach Court Elementary School","All Grades",Male,92.5,30.6,16.3
"Denver County 1","Beach Court Elementary School","All Grades",Female,96.4,32.1,11.3
"Denver County 1","Beach Court Elementary School",03,Male,89.5,"- -",23.5
"Denver County 1","Beach Court Elementary School",03,Female,94.4,"- -",17.6
"Denver County 1","Beach Court Elementary School",04,Male,89.5,29.4,"- -"
"Denver County 1","Beach Court Elementary School",04,Female,95.8,56.5,"- -"
"Denver County 1","Beach Court Elementary School",05,Male,100.0,"- -","- -"
"Denver County 1","Beach Court Elementary School",05,Female,100.0,"- -","- -"
"Denver County 1","Bradley International School","All Grades",Male,86.4,7.8,65.7
"Denver County 1","Bradley International School","All Grades",Female,87.9,3.2,51.1
"Denver County 1","Bradley International School",03,Male,86.4,"- -",63.2
"Denver County 1","Bradley International School",03,Female,89.7,"- -",48.6
"Denver County 1","Bradley International School",04,Male,88.9,"- -",68.8
"Denver County 1","Bradley International School",04,Female,86.8,"- -",54.5
"Denver County 1","Bradley International School",05,Male,84.2,"- -",65.6
"Denver County 1","Bradley International School",05,Female,86.7,"- -",50.0
"Denver County 1","American Indian Academy of Denver","All Grades",Male,77.1,38.9,"- -"
"Denver County 1","American Indian Academy of Denver","All Grades",Female,80.4,36.6,"- -"
"Denver County 1","American Indian Academy of Denver",06,Male,72.7,"- -","- -"
"Denver County 1","American Indian Academy of Denver",06,Female,75.0,"- -","- -"
"Denver County 1","American Indian Academy of Denver",07,Male,87.5,17.9,"- -"
"Denver County 1","American Indian Academy of Denver",07,Female,78.6,22.7,"- -"
"Denver County 1","American Indian Academy of Denver",08,Male,62.5,"- -","- -"
"Denver County 1","American Indian Academy of Denver",08,Female,86.7,"- -","- -"
"Denver County 1","Bromwell Elementary School","All Grades",Male,96.4,5.0,61.3
"Denver County 1","Bromwell Elementary School","All Grades",Female,95.7,9.1,59.1
"Denver County 1","Bromwell Elementary School",03,Male,96.8,"- -",53.3
"Denver County 1","Bromwell Elementary School",03,Female,90.5,"- -",57.9
"Denver County 1","Bromwell Elementary School",04,Male,95.5,"- -",52.4
"Denver County 1","Bromwell Elementary School",04,Female,96.6,"- -",46.4
"Denver County 1","Bromwell Elementary School",05,Male,96.7,"- -",75.9
"Denver County 1","Bromwell Elementary School",05,Female,100.0,"- -",78.9
"Denver County 1","Brown International Academy","All Grades",Male,82.5,14.2,46.0
"Denver County 1","Brown International Academy","All Grades",Female,93.6,17.9,40.2
"Denver County 1","Brown International Academy",03,Male,75.6,"- -",52.9
"Denver County 1","Brown International Academy",03,Female,96.0,"- -",35.4
"Denver County 1","Brown International Academy",04,Male,86.8,"- -",36.4
"Denver County 1","Brown International Academy",04,Female,90.2,"- -",40.5
"Denver County 1","Brown International Academy",05,Male,85.2,"- -",47.8
"Denver County 1","Brown International Academy",05,Female,94.1,"- -",46.9
"Denver County 1","Bear Valley International School","All Grades",Male,87.7,33.5,14.0
"Denver County 1","Bear Valley International School","All Grades",Female,87.3,27.0,15.2
"Denver County 1","Bear Valley International School",06,Male,82.5,33.3,12.1
"Denver County 1","Bear Valley International School",06,Female,87.1,32.8,6.6
"Denver County 1","Bear Valley International School",07,Male,93.5,23.0,16.1
"Denver County 1","Bear Valley International School",07,Female,89.7,14.8,19.7
"Denver County 1","Bear Valley International School",08,Male,86.1,47.1,13.2
"Denver County 1","Bear Valley International School",08,Female,84.8,33.9,19.6
"Denver County 1","Bryant Webster Dual Language ECE-8 School","All Grades",Male,92.7,26.3,15.8
"Denver County 1","Bryant Webster Dual Language ECE-8 School","All Grades",Female,90.7,27.8,22.7
"Denver County 1","Bryant Webster Dual Language ECE-8 School",03,Male,94.7,22.2,33.3
"Denver County 1","Bryant Webster Dual Language ECE-8 School",03,Female,94.4,17.6,35.3
"Denver County 1","Bryant Webster Dual Language ECE-8 School",04,Male,91.7,"- -","- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",04,Female,85.7,"- -","- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",05,Male,87.5,"- -","- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",05,Female,85.7,"- -","- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",06,Male,87.0,"- -","- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",06,Female,77.8,"- -","- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",07,Male,96.3,23.1,"- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",07,Female,91.7,27.3,"- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",08,Male,96.2,44.0,"- -"
"Denver County 1","Bryant Webster Dual Language ECE-8 School",08,Female,100.0,34.6,"- -"
"Denver County 1","Carson Elementary School","All Grades",Male,95.4,4.9,64.1
"Denver County 1","Carson Elementary School","All Grades",Female,95.8,7.7,53.8
"Denver County 1","Carson Elementary School",03,Male,93.3,"- -",57.1
"Denver County 1","Carson Elementary School",03,Female,100.0,"- -",51.4
"Denver County 1","Carson Elementary School",04,Male,94.7,"- -",55.6
"Denver County 1","Carson Elementary School",04,Female,96.8,"- -",53.3
"Denver County 1","Carson Elementary School",05,Male,97.5,"- -",76.9
"Denver County 1","Carson Elementary School",05,Female,88.9,"- -",58.3
"Denver County 1","Rocky Mountain Prep: Berkeley","All Grades",Male,87.2,17.1,36.6
"Denver County 1","Rocky Mountain Prep: Berkeley","All Grades",Female,95.5,19.0,16.7
"Denver County 1","Rocky Mountain Prep: Berkeley",03,Male,87.5,"- -","- -"
"Denver County 1","Rocky Mountain Prep: Berkeley",03,Female,100.0,"- -","- -"
"Denver County 1","Rocky Mountain Prep: Berkeley",04,Male,94.1,"- -","- -"
"Denver County 1","Rocky Mountain Prep: Berkeley",04,Female,100.0,"- -","- -"
"Denver County 1","Rocky Mountain Prep: Berkeley",05,Male,78.6,"- -","- -"
"Denver County 1","Rocky Mountain Prep: Berkeley",05,Female,89.5,"- -","- -"
"Denver County 1","Centennial A School for Expeditionary Learning","All Grades",Male,77.6,6.1,45.5
"Denver County 1","Centennial A School for Expeditionary Learning","All Grades",Female,83.1,14.9,35.1
"Denver County 1","Centennial A School for Expeditionary Learning",03,Male,80.6,"- -",60.0
"Denver County 1","Centennial A School for Expeditionary Learning",03,Female,92.9,"- -",46.2
"Denver County 1","Centennial A School for Expeditionary Learning",04,Male,72.7,"- -",37.5
"Denver County 1","Centennial A School for Expeditionary Learning",04,Female,79.4,"- -",33.3
"Denver County 1","Centennial A School for Expeditionary Learning",05,Male,81.0,"- -",35.3
"Denver County 1","Centennial A School for Expeditionary Learning",05,Female,77.8,"- -",23.8
"Denver County 1","Cheltenham Elementary School","All Grades",Male,89.1,29.8,12.3
"Denver County 1","Cheltenham Elementary School","All Grades",Female,93.5,25.9,19.0
"Denver County 1","Cheltenham Elementary School",03,Male,79.2,26.3,21.1
"Denver County 1","Cheltenham Elementary School",03,Female,94.7,"- -",22.2
"Denver County 1","Cheltenham Elementary School",04,Male,94.4,"- -","- -"
"Denver County 1","Cheltenham Elementary School",04,Female,100.0,42.9,"- -"
"Denver County 1","Cheltenham Elementary School",05,Male,95.5,"- -","- -"
"Denver County 1","Cheltenham Elementary School",05,Female,86.4,"- -","- -"
"Denver County 1","Colfax Elementary School","All Grades",Male,92.4,32.8,"- -"
"Denver County 1","Colfax Elementary School","All Grades",Female,92.1,54.3,"- -"
"Denver County 1","Colfax Elementary School",03,Male,93.3,"- -","- -"
"Denver County 1","Colfax Elementary School",03,Female,100.0,"- -","- -"
"Denver County 1","Colfax Elementary School",04,Male,95.0,"- -","- -"
"Denver County 1","Colfax Elementary School",04,Female,100.0,"- -","- -"
"Denver County 1","Colfax Elementary School",05,Male,90.3,"- -","- -"
"Denver County 1","Colfax Elementary School",05,Female,81.3,"- -","- -"
"Denver County 1","Cole Arts and Science Academy","All Grades",Male,97.2,37.1,"- -"
"Denver County 1","Cole Arts and Science Academy","All Grades",Female,98.2,50.0,"- -"
"Denver County 1","Cole Arts and Science Academy",03,Male,94.4,"- -","- -"
"Denver County 1","Cole Arts and Science Academy",03,Female,93.3,"- -","- -"
"Denver County 1","Cole Arts and Science Academy",04,Male,100.0,"- -","- -"
"Denver County 1","Cole Arts and Science Academy",04,Female,100.0,52.2,"- -"
"Denver County 1","Cole Arts and Science Academy",05,Male,96.8,30.0,"- -"
"Denver County 1","Cole Arts and Science Academy",05,Female,100.0,"- -","- -"
"Denver County 1","College View Elementary School","All Grades",Male,96.1,47.3,8.1
"Denver County 1","College View Elementary School","All Grades",Female,98.5,46.3,4.5
"Denver County 1","College View Elementary School",03,Male,100.0,61.5,"- -"
"Denver County 1","College View Elementary School",03,Female,100.0,47.8,"- -"
"Denver County 1","College View Elementary School",04,Male,96.2,36.0,"- -"
"Denver County 1","College View Elementary School",04,Female,100.0,52.6,"- -"
"Denver County 1","College View Elementary School",05,Male,92.0,43.5,"- -"
"Denver County 1","College View Elementary School",05,Female,96.2,40.0,"- -"
"Denver County 1","Columbian Elementary School","All Grades",Male,86.7,48.7,"- -"
"Denver County 1","Columbian Elementary School","All Grades",Female,62.1,50.0,"- -"
"Denver County 1","Columbian Elementary School",03,Male,84.6,"- -","- -"
"Denver County 1","Columbian Elementary School",03,Female,71.4,"- -","- -"
"Denver County 1","Columbian Elementary School",04,Male,100.0,"- -","- -"
"Denver County 1","Columbian Elementary School",04,Female,88.9,"- -","- -"
"Denver County 1","Columbian Elementary School",05,Male,76.5,"- -","- -"
"Denver County 1","Columbian Elementary School",05,Female,38.5,"- -","- -"
"Denver County 1","Columbine Elementary School","All Grades",Male,89.5,41.2,17.6
"Denver County 1","Columbine Elementary School","All Grades",Female,80.5,30.3,21.2
"Denver County 1","Columbine Elementary School",03,Male,100.0,"- -","- -"
"Denver County 1","Columbine Elementary School",03,Female,100.0,"- -","- -"
"Denver County 1","Columbine Elementary School",04,Male,85.7,"- -","- -"
"Denver County 1","Columbine Elementary School",04,Female,69.2,"- -","- -"
"Denver County 1","Columbine Elementary School",05,Male,80.0,"- -","- -"
"Denver County 1","Columbine Elementary School",05,Female,75.0,"- -","- -"
"Denver County 1","Cory Elementary School","All Grades",Male,97.3,"- -",72.5
"Denver County 1","Cory Elementary School","All Grades",Female,99.1,"- -",75.0
"Denver County 1","Cory Elementary School",03,Male,100.0,"- -",81.6
"Denver County 1","Cory Elementary School",03,Female,100.0,"- -",57.9
"Denver County 1","Cory Elementary School",04,Male,92.3,"- -",66.7
"Denver County 1","Cory Elementary School",04,Female,97.6,"- -",85.0
"Denver County 1","Cory Elementary School",05,Male,100.0,"- -",68.6
"Denver County 1","Cory Elementary School",05,Female,100.0,"- -",81.6
"Denver County 1","Cowell Elementary School","All Grades",Male,95.7,37.3,6.0
"Denver County 1","Cowell Elementary School","All Grades",Female,100.0,43.5,12.9
"Denver County 1","Cowell Elementary School",03,Male,100.0,41.2,"- -"
"Denver County 1","Cowell Elementary School",03,Female,100.0,41.2,"- -"
"Denver County 1","Cowell Elementary School",04,Male,95.5,19.0,"- -"
"Denver County 1","Cowell Elementary School",04,Female,100.0,53.8,11.5
"Denver County 1","Cowell Elementary School",05,Male,93.5,48.3,"- -"
"Denver County 1","Cowell Elementary School",05,Female,100.0,31.6,"- -"
"Denver County 1","Compass Academy","All Grades",Male,84.5,45.6,"- -"
"Denver County 1","Compass Academy","All Grades",Female,84.9,43.0,"- -"
"Denver County 1","Compass Academy",06,Male,75.6,64.7,"- -"
"Denver County 1","Compass Academy",06,Female,91.7,48.5,"- -"
"Denver County 1","Compass Academy",07,Male,89.5,15.7,"- -"
"Denver County 1","Compass Academy",07,Female,86.8,18.2,"- -"
"Denver County 1","Compass Academy",08,Male,87.0,67.5,"- -"
"Denver County 1","Compass Academy",08,Female,78.8,58.5,"- -"
"Denver County 1","French American School of Denver","All Grades",Male,100.0,"- -","- -"
"Denver County 1","French American School of Denver","All Grades",Female,81.8,"- -","- -"
"Denver County 1","French American School of Denver",03,Male,100.0,"- -","- -"
"Denver County 1","French American School of Denver",03,Female,81.8,"- -","- -"
"Denver County 1","Polaris Elementary School","All Grades",Male,97.7,"- -",95.2
"Denver County 1","Polaris Elementary School","All Grades",Female,98.0,"- -",89.6
"Denver County 1","Polaris Elementary School",03,Male,100.0,"- -",97.6
"Denver County 1","Polaris Elementary School",03,Female,97.2,"- -",91.4
"Denver County 1","Polaris Elementary School",04,Male,95.7,"- -",90.9
"Denver County 1","Polaris Elementary School",04,Female,96.7,"- -",89.7
"Denver County 1","Polaris Elementary School",05,Male,97.6,"- -",97.5
"Denver County 1","Polaris Elementary School",05,Female,100.0,"- -",87.5
"Denver County 1","DSST: Montview Middle School","All Grades",Male,88.2,15.6,34.2
"Denver County 1","DSST: Montview Middle School","All Grades",Female,82.3,22.2,28.8
"Denver County 1","DSST: Montview Middle School",06,Male,95.5,15.5,32.1
"Denver County 1","DSST: Montview Middle School",06,Female,83.6,23.2,23.2
"Denver County 1","DSST: Montview Middle School",07,Male,87.9,12.5,27.5
"Denver County 1","DSST: Montview Middle School",07,Female,86.0,10.2,26.5
"Denver County 1","DSST: Montview Middle School",08,Male,80.3,19.7,45.9
"Denver County 1","DSST: Montview Middle School",08,Female,77.4,33.3,37.5
"Denver County 1","Denver Green School Southeast","All Grades",Male,80.5,25.0,21.0
"Denver County 1","Denver Green School Southeast","All Grades",Female,92.6,19.3,22.7
"Denver County 1","Denver Green School Southeast",03,Male,77.8,33.3,28.6
"Denver County 1","Denver Green School Southeast",03,Female,87.1,33.3,29.6
"Denver County 1","Denver Green School Southeast",04,Male,78.3,"- -","- -"
"Denver County 1","Denver Green School Southeast",04,Female,100.0,"- -","- -"
"Denver County 1","Denver Green School Southeast",05,Male,78.3,33.3,22.2
"Denver County 1","Denver Green School Southeast",05,Female,96.0,20.8,20.8
"Denver County 1","Denver Green School Southeast",06,Male,90.9,20.0,"- -"
"Denver County 1","Denver Green School Southeast",06,Female,96.7,20.7,"- -"
"Denver County 1","Denver Green School Southeast",07,Male,93.3,"- -",25.0
"Denver County 1","Denver Green School Southeast",07,Female,88.9,"- -",20.8
"Denver County 1","Denver Green School Southeast",08,Male,65.5,26.3,21.1
"Denver County 1","Denver Green School Southeast",08,Female,89.3,24.0,28.0
"Denver County 1","Denver Language School","All Grades",Male,93.2,5.2,69.0
"Denver County 1","Denver Language School","All Grades",Female,93.1,3.9,58.5
"Denver County 1","Denver Language School",03,Male,98.2,"- -",70.4
"Denver County 1","Denver Language School",03,Female,94.6,"- -",62.3
"Denver County 1","Denver Language School",04,Male,94.0,14.9,61.7
"Denver County 1","Denver Language School",04,Female,94.8,7.3,56.4
"Denver County 1","Denver Language School",05,Male,89.6,"- -",81.4
"Denver County 1","Denver Language School",05,Female,96.4,"- -",50.9
"Denver County 1","Denver Language School",06,Male,97.4,"- -",60.5
"Denver County 1","Denver Language School",06,Female,97.8,"- -",50.0
"Denver County 1","Denver Language School",07,Male,86.4,"- -",73.7
"Denver County 1","Denver Language School",07,Female,96.4,"- -",59.3
"Denver County 1","Denver Language School",08,Male,88.6,"- -",67.7
"Denver County 1","Denver Language School",08,Female,74.3,"- -",84.6
"Denver County 1","Denver Center for International Studies at Fairmon","All Grades",Male,86.4,21.6,29.4
"Denver County 1","Denver Center for International Studies at Fairmon","All Grades",Female,86.4,25.5,11.8
"Denver County 1","Denver Center for International Studies at Fairmon",03,Male,81.8,"- -","- -"
"Denver County 1","Denver Center for International Studies at Fairmon",03,Female,84.6,"- -","- -"
"Denver County 1","Denver Center for International Studies at Fairmon",04,Male,76.9,"- -","- -"
"Denver County 1","Denver Center for International Studies at Fairmon",04,Female,82.1,"- -","- -"
"Denver County 1","Denver Center for International Studies at Fairmon",05,Male,95.8,"- -",30.4
"Denver County 1","Denver Center for International Studies at Fairmon",05,Female,94.4,"- -",17.6
"Denver County 1","Denver Montessori Junior/Senior High School","All Grades",Male,87.9,21.6,7.8
"Denver County 1","Denver Montessori Junior/Senior High School","All Grades",Female,87.9,31.0,13.8
"Denver County 1","Denver Montessori Junior/Senior High School",07,Male,93.5,"- -","- -"
"Denver County 1","Denver Montessori Junior/Senior High School",07,Female,88.2,"- -","- -"
"Denver County 1","Denver Montessori Junior/Senior High School",08,Male,81.5,"- -","- -"
"Denver County 1","Denver Montessori Junior/Senior High School",08,Female,87.5,"- -","- -"
"Denver County 1","Denison Montessori School","All Grades",Male,85.2,19.2,34.6
"Denver County 1","Denison Montessori School","All Grades",Female,98.8,27.5,16.3
"Denver County 1","Denison Montessori School",03,Male,94.4,23.5,35.3
"Denver County 1","Denison Montessori School",03,Female,96.3,46.2,11.5
"Denver County 1","Denison Montessori School",04,Male,85.7,"- -","- -"
"Denver County 1","Denison Montessori School",04,Female,100.0,"- -","- -"
"Denver County 1","Denison Montessori School",05,Male,75.0,"- -","- -"
"Denver County 1","Denison Montessori School",05,Female,100.0,"- -","- -"
"Denver County 1","Denison Montessori School",06,Male,84.6,"- -","- -"
"Denver County 1","Denison Montessori School",06,Female,100.0,"- -","- -"
"Denver County 1","Denver Green School Northfield","All Grades",Male,86.0,5.6,57.1
"Denver County 1","Denver Green School Northfield","All Grades",Female,85.2,6.1,45.8
