"District Name","School Name",Grade,Gender,"Participation Rate","Percent Did Not Yet Meet Expectations","Percent Met or Exceeded Expectations"
"Buena Vista R-31","All Schools",03,Female,91.4,15.6,28.1
"Buena Vista R-31","All Schools",04,Male,92.3,27.8,"- -"
"Buena Vista R-31","All Schools",04,Female,95.6,25.6,"- -"
"Buena Vista R-31","All Schools",05,Male,87.5,37.1,20.0
"Buena Vista R-31","All Schools",05,Female,96.3,"- -",23.1
"Buena Vista R-31","All Schools",06,Male,97.3,19.4,27.8
"Buena Vista R-31","All Schools",06,Female,89.2,18.2,"- -"
"Buena Vista R-31","All Schools",07,Male,92.9,"- -",20.5
"Buena Vista R-31","All Schools",07,Female,100.0,"- -",23.5
"Buena Vista R-31","All Schools",08,Male,91.9,23.5,35.3
"Buena Vista R-31","All Schools",08,Female,97.0,12.5,28.1
"Salida R-32","All Schools","All Grades",Male,97.1,9.4,47.2
"Salida R-32","All Schools","All Grades",Female,95.3,9.1,42.8
"Salida R-32","All Schools",03,Male,98.2,"- -",37.0
"Salida R-32","All Schools",03,Female,97.4,"- -",37.8
"Salida R-32","All Schools",04,Male,100.0,"- -",61.9
"Salida R-32","All Schools",04,Female,100.0,"- -",61.9
"Salida R-32","All Schools",05,Male,96.2,"- -",58.8
"Salida R-32","All Schools",05,Female,92.0,"- -",45.7
"Salida R-32","All Schools",06,Male,100.0,9.8,31.7
"Salida R-32","All Schools",06,Female,100.0,20.6,29.4
"Salida R-32","All Schools",07,Male,98.0,"- -",44.0
"Salida R-32","All Schools",07,Female,97.9,"- -",30.4
"Salida R-32","All Schools",08,Male,92.4,14.8,49.2
"Salida R-32","All Schools",08,Female,86.4,21.1,50.0
"Kit Carson R-1","All Schools","All Grades",Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools","All Grades",Female,0.0,"- -","- -"
"Kit Carson R-1","All Schools",03,Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools",03,Female,0.0,"- -","- -"
"Kit Carson R-1","All Schools",04,Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools",04,Female,0.0,"- -","- -"
"Kit Carson R-1","All Schools",05,Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools",05,Female,0.0,"- -","- -"
"Kit Carson R-1","All Schools",06,Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools",06,Female,0.0,"- -","- -"
"Kit Carson R-1","All Schools",07,Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools",07,Female,0.0,"- -","- -"
"Kit Carson R-1","All Schools",08,Male,0.0,"- -","- -"
"Kit Carson R-1","All Schools",08,Female,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools","All Grades",Male,11.9,"- -","- -"
"Cheyenne County Re-5","All Schools","All Grades",Female,7.1,"- -","- -"
"Cheyenne County Re-5","All Schools",03,Male,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",03,Female,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",04,Male,20.0,"- -","- -"
"Cheyenne County Re-5","All Schools",04,Female,10.0,"- -","- -"
"Cheyenne County Re-5","All Schools",05,Male,28.6,"- -","- -"
"Cheyenne County Re-5","All Schools",05,Female,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",06,Male,20.0,"- -","- -"
"Cheyenne County Re-5","All Schools",06,Female,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",07,Male,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",07,Female,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",08,Male,0.0,"- -","- -"
"Cheyenne County Re-5","All Schools",08,Female,25.0,"- -","- -"
"Clear Creek RE-1","All Schools","All Grades",Male,91.2,16.1,33.9
"Clear Creek RE-1","All Schools","All Grades",Female,86.0,17.1,20.7
"Clear Creek RE-1","All Schools",03,Male,88.0,"- -",59.1
"Clear Creek RE-1","All Schools",03,Female,100.0,"- -",29.2
"Clear Creek RE-1","All Schools",04,Male,93.3,"- -","- -"
"Clear Creek RE-1","All Schools",04,Female,100.0,"- -","- -"
"Clear Creek RE-1","All Schools",05,Male,100.0,23.8,42.9
"Clear Creek RE-1","All Schools",05,Female,100.0,21.1,31.6
"Clear Creek RE-1","All Schools",06,Male,100.0,"- -",43.3
"Clear Creek RE-1","All Schools",06,Female,94.4,"- -",17.6
"Clear Creek RE-1","All Schools",07,Male,86.4,"- -","- -"
"Clear Creek RE-1","All Schools",07,Female,71.4,"- -","- -"
"Clear Creek RE-1","All Schools",08,Male,78.3,"- -","- -"
"Clear Creek RE-1","All Schools",08,Female,57.7,"- -","- -"
"North Conejos RE-1J","All Schools","All Grades",Male,95.5,16.8,23.0
"North Conejos RE-1J","All Schools","All Grades",Female,97.8,9.3,39.8
"North Conejos RE-1J","All Schools",03,Male,92.6,"- -",60.0
"North Conejos RE-1J","All Schools",03,Female,96.7,"- -",48.3
"North Conejos RE-1J","All Schools",04,Male,92.1,14.3,25.7
"North Conejos RE-1J","All Schools",04,Female,97.6,12.5,45.0
"North Conejos RE-1J","All Schools",05,Male,100.0,"- -",26.3
"North Conejos RE-1J","All Schools",05,Female,100.0,"- -",69.4
"North Conejos RE-1J","All Schools",06,Male,97.1,27.3,"- -"
"North Conejos RE-1J","All Schools",06,Female,100.0,19.6,"- -"
"North Conejos RE-1J","All Schools",07,Male,96.7,"- -","- -"
"North Conejos RE-1J","All Schools",07,Female,95.1,"- -",35.9
"North Conejos RE-1J","All Schools",08,Male,96.2,18.0,20.0
"North Conejos RE-1J","All Schools",08,Female,96.9,"- -","- -"
"Sanford 6J","All Schools","All Grades",Male,89.6,7.2,34.8
"Sanford 6J","All Schools","All Grades",Female,93.6,11.0,24.7
"Sanford 6J","All Schools",03,Male,94.1,"- -","- -"
"Sanford 6J","All Schools",03,Female,100.0,"- -","- -"
"Sanford 6J","All Schools",04,Male,90.9,"- -","- -"
"Sanford 6J","All Schools",04,Female,95.5,"- -","- -"
"Sanford 6J","All Schools",05,Male,100.0,"- -","- -"
"Sanford 6J","All Schools",05,Female,100.0,"- -","- -"
"Sanford 6J","All Schools",06,Male,100.0,"- -","- -"
"Sanford 6J","All Schools",06,Female,100.0,"- -","- -"
"Sanford 6J","All Schools",07,Male,94.1,"- -","- -"
"Sanford 6J","All Schools",07,Female,100.0,"- -","- -"
"Sanford 6J","All Schools",08,Male,61.5,"- -","- -"
"Sanford 6J","All Schools",08,Female,60.0,"- -","- -"
"South Conejos RE-10","All Schools","All Grades",Male,100.0,28.1,"- -"
"South Conejos RE-10","All Schools","All Grades",Female,95.1,38.5,"- -"
"South Conejos RE-10","All Schools",03,Male,100.0,"- -","- -"
"South Conejos RE-10","All Schools",03,Female,85.7,"- -","- -"
"South Conejos RE-10","All Schools",04,Male,100.0,"- -","- -"
"South Conejos RE-10","All Schools",04,Female,100.0,"- -","- -"
"South Conejos RE-10","All Schools",05,Male,100.0,"- -","- -"
"South Conejos RE-10","All Schools",05,Female,100.0,"- -","- -"
"South Conejos RE-10","All Schools",06,Male,100.0,"- -","- -"
"South Conejos RE-10","All Schools",06,Female,100.0,"- -","- -"
"South Conejos RE-10","All Schools",07,Male,100.0,"- -","- -"
"South Conejos RE-10","All Schools",07,Female,100.0,"- -","- -"
"South Conejos RE-10","All Schools",08,Male,100.0,"- -","- -"
"South Conejos RE-10","All Schools",08,Female,87.5,"- -","- -"
"Centennial R-1","All Schools","All Grades",Male,86.7,53.8,"- -"
"Centennial R-1","All Schools","All Grades",Female,86.0,41.9,"- -"
"Centennial R-1","All Schools",03,Male,71.4,"- -","- -"
"Centennial R-1","All Schools",03,Female,83.3,"- -","- -"
"Centennial R-1","All Schools",04,Male,62.5,"- -","- -"
"Centennial R-1","All Schools",04,Female,75.0,"- -","- -"
"Centennial R-1","All Schools",05,Male,90.0,"- -","- -"
"Centennial R-1","All Schools",05,Female,85.7,"- -","- -"
"Centennial R-1","All Schools",06,Male,100.0,"- -","- -"
"Centennial R-1","All Schools",06,Female,71.4,"- -","- -"
"Centennial R-1","All Schools",07,Male,100.0,"- -","- -"
"Centennial R-1","All Schools",07,Female,100.0,"- -","- -"
"Centennial R-1","All Schools",08,Male,100.0,"- -","- -"
"Centennial R-1","All Schools",08,Female,100.0,"- -","- -"
"Sierra Grande R-30","All Schools","All Grades",Male,100.0,18.2,16.7
"Sierra Grande R-30","All Schools","All Grades",Female,100.0,31.9,10.6
"Sierra Grande R-30","All Schools",03,Male,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",03,Female,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",04,Male,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",04,Female,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",05,Male,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",05,Female,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",06,Male,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",06,Female,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",07,Male,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",07,Female,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",08,Male,100.0,"- -","- -"
"Sierra Grande R-30","All Schools",08,Female,100.0,"- -","- -"
"Crowley County RE-1-J","All Schools","All Grades",Male,99.0,27.0,19.0
"Crowley County RE-1-J","All Schools","All Grades",Female,96.6,27.9,14.0
"Crowley County RE-1-J","All Schools",03,Male,94.4,"- -","- -"
"Crowley County RE-1-J","All Schools",03,Female,90.0,"- -","- -"
"Crowley County RE-1-J","All Schools",04,Male,100.0,"- -",16.7
"Crowley County RE-1-J","All Schools",04,Female,100.0,"- -",22.2
"Crowley County RE-1-J","All Schools",05,Male,100.0,"- -","- -"
"Crowley County RE-1-J","All Schools",05,Female,100.0,"- -","- -"
"Crowley County RE-1-J","All Schools",06,Male,100.0,26.3,"- -"
"Crowley County RE-1-J","All Schools",06,Female,100.0,37.5,"- -"
"Crowley County RE-1-J","All Schools",07,Male,100.0,"- -","- -"
"Crowley County RE-1-J","All Schools",07,Female,87.5,"- -","- -"
"Crowley County RE-1-J","All Schools",08,Male,100.0,19.0,23.8
"Crowley County RE-1-J","All Schools",08,Female,100.0,33.3,22.2
"Custer County School District C-1","All Schools","All Grades",Male,98.5,20.9,23.9
"Custer County School District C-1","All Schools","All Grades",Female,98.8,13.4,18.3
"Custer County School District C-1","All Schools",03,Male,100.0,"- -","- -"
"Custer County School District C-1","All Schools",03,Female,100.0,"- -","- -"
"Custer County School District C-1","All Schools",04,Male,100.0,"- -","- -"
"Custer County School District C-1","All Schools",04,Female,100.0,"- -","- -"
"Custer County School District C-1","All Schools",05,Male,90.0,"- -","- -"
"Custer County School District C-1","All Schools",05,Female,100.0,"- -","- -"
"Custer County School District C-1","All Schools",06,Male,100.0,"- -","- -"
"Custer County School District C-1","All Schools",06,Female,100.0,"- -","- -"
"Custer County School District C-1","All Schools",07,Male,100.0,"- -","- -"
"Custer County School District C-1","All Schools",07,Female,93.3,"- -","- -"
"Custer County School District C-1","All Schools",08,Male,100.0,25.0,25.0
"Custer County School District C-1","All Schools",08,Female,100.0,29.4,23.5
"Delta County 50(J)","All Schools","All Grades",Male,93.1,13.6,33.4
"Delta County 50(J)","All Schools","All Grades",Female,92.3,16.8,25.1
"Delta County 50(J)","All Schools",03,Male,94.9,11.4,53.9
"Delta County 50(J)","All Schools",03,Female,90.3,17.6,35.9
"Delta County 50(J)","All Schools",04,Male,95.1,14.2,34.2
"Delta County 50(J)","All Schools",04,Female,95.2,20.3,21.0
"Delta County 50(J)","All Schools",05,Male,95.6,9.9,30.2
"Delta County 50(J)","All Schools",05,Female,96.6,11.9,22.0
"Delta County 50(J)","All Schools",06,Male,86.1,16.2,19.7
"Delta County 50(J)","All Schools",06,Female,88.5,14.8,16.0
"Delta County 50(J)","All Schools",07,Male,95.5,11.4,25.5
"Delta County 50(J)","All Schools",07,Female,91.4,13.0,26.1
"Delta County 50(J)","All Schools",08,Male,91.6,19.1,34.2
"Delta County 50(J)","All Schools",08,Female,92.0,23.8,31.3
"Denver County 1","All Schools","All Grades",Male,90.4,23.7,30.1
"Denver County 1","All Schools","All Grades",Female,90.4,23.5,27.4
"Denver County 1","All Schools",03,Male,92.9,22.6,37.2
"Denver County 1","All Schools",03,Female,93.6,23.1,33.1
"Denver County 1","All Schools",04,Male,92.1,24.1,28.5
"Denver County 1","All Schools",04,Female,93.3,26.1,25.0
"Denver County 1","All Schools",05,Male,91.9,20.2,34.5
"Denver County 1","All Schools",05,Female,92.3,19.5,29.7
"Denver County 1","All Schools",06,Male,90.0,27.0,26.0
"Denver County 1","All Schools",06,Female,90.2,28.5,23.3
"Denver County 1","All Schools",07,Male,90.0,16.0,24.7
"Denver County 1","All Schools",07,Female,88.3,15.9,23.8
"Denver County 1","All Schools",08,Male,85.8,32.2,29.1
"Denver County 1","All Schools",08,Female,85.0,28.7,29.3
"Dolores County RE No.2","All Schools","All Grades",Male,21.2,"- -","- -"
"Dolores County RE No.2","All Schools","All Grades",Female,21.4,"- -","- -"
"Dolores County RE No.2","All Schools",03,Male,50.0,"- -","- -"
"Dolores County RE No.2","All Schools",03,Female,44.4,"- -","- -"
"Dolores County RE No.2","All Schools",04,Male,0.0,"- -","- -"
"Dolores County RE No.2","All Schools",04,Female,0.0,"- -","- -"
"Dolores County RE No.2","All Schools",05,Male,16.7,"- -","- -"
"Dolores County RE No.2","All Schools",05,Female,0.0,"- -","- -"
"Dolores County RE No.2","All Schools",06,Male,11.1,"- -","- -"
"Dolores County RE No.2","All Schools",06,Female,66.7,"- -","- -"
"Dolores County RE No.2","All Schools",07,Male,7.7,"- -","- -"
"Dolores County RE No.2","All Schools",07,Female,11.1,"- -","- -"
"Dolores County RE No.2","All Schools",08,Male,45.5,"- -","- -"
"Dolores County RE No.2","All Schools",08,Female,20.0,"- -","- -"
"Douglas County Re 1","All Schools","All Grades",Male,86.3,6.7,51.9
"Douglas County Re 1","All Schools","All Grades",Female,86.0,7.3,45.8
"Douglas County Re 1","All Schools",03,Male,93.7,5.4,63.6
"Douglas County Re 1","All Schools",03,Female,94.9,6.7,55.6
"Douglas County Re 1","All Schools",04,Male,92.6,5.3,51.3
"Douglas County Re 1","All Schools",04,Female,93.0,5.5,43.9
"Douglas County Re 1","All Schools",05,Male,91.6,6.5,55.5
"Douglas County Re 1","All Schools",05,Female,93.2,6.8,47.0
"Douglas County Re 1","All Schools",06,Male,88.2,7.7,48.0
"Douglas County Re 1","All Schools",06,Female,87.2,9.2,39.4
"Douglas County Re 1","All Schools",07,Male,84.3,4.0,43.9
"Douglas County Re 1","All Schools",07,Female,80.5,4.9,42.2
"Douglas County Re 1","All Schools",08,Male,70.0,11.9,49.0
"Douglas County Re 1","All Schools",08,Female,69.6,11.3,46.9
"Eagle County RE 50","All Schools","All Grades",Male,97.8,18.4,26.2
"Eagle County RE 50","All Schools","All Grades",Female,97.6,18.5,24.4
"Eagle County RE 50","All Schools",03,Male,98.0,20.6,35.7
"Eagle County RE 50","All Schools",03,Female,99.5,20.2,40.4
"Eagle County RE 50","All Schools",04,Male,98.0,21.5,23.9
"Eagle County RE 50","All Schools",04,Female,99.1,23.8,11.9
"Eagle County RE 50","All Schools",05,Male,98.8,13.5,30.7
"Eagle County RE 50","All Schools",05,Female,97.3,13.7,28.6
"Eagle County RE 50","All Schools",06,Male,97.5,23.2,17.6
"Eagle County RE 50","All Schools",06,Female,98.0,25.9,16.2
"Eagle County RE 50","All Schools",07,Male,97.7,10.6,23.1
"Eagle County RE 50","All Schools",07,Female,96.6,8.4,22.7
"Eagle County RE 50","All Schools",08,Male,96.9,21.9,27.5
"Eagle County RE 50","All Schools",08,Female,95.6,19.0,29.2
"Elizabeth School District","All Schools","All Grades",Male,89.3,11.9,32.0
"Elizabeth School District","All Schools","All Grades",Female,92.4,10.4,31.7
"Elizabeth School District","All Schools",03,Male,95.5,9.4,41.2
"Elizabeth School District","All Schools",03,Female,97.3,5.5,46.6
"Elizabeth School District","All Schools",04,Male,94.0,14.9,39.4
"Elizabeth School District","All Schools",04,Female,94.6,12.9,34.3
"Elizabeth School District","All Schools",05,Male,98.7,7.8,37.7
"Elizabeth School District","All Schools",05,Female,100.0,14.3,34.5
"Elizabeth School District","All Schools",06,Male,87.5,14.3,28.6
"Elizabeth School District","All Schools",06,Female,93.1,9.9,25.9
"Elizabeth School District","All Schools",07,Male,84.0,6.3,20.3
"Elizabeth School District","All Schools",07,Female,93.7,9.0,20.2
"Elizabeth School District","All Schools",08,Male,76.2,20.3,20.3
"Elizabeth School District","All Schools",08,Female,78.4,10.5,31.6
"Kiowa C-2","All Schools","All Grades",Male,83.9,17.0,29.8
"Kiowa C-2","All Schools","All Grades",Female,94.4,6.0,28.4
"Kiowa C-2","All Schools",03,Male,100.0,"- -","- -"
"Kiowa C-2","All Schools",03,Female,100.0,"- -","- -"
"Kiowa C-2","All Schools",04,Male,87.5,"- -","- -"
"Kiowa C-2","All Schools",04,Female,100.0,"- -","- -"
"Kiowa C-2","All Schools",05,Male,85.7,"- -","- -"
"Kiowa C-2","All Schools",05,Female,90.9,"- -","- -"
"Kiowa C-2","All Schools",06,Male,76.9,"- -","- -"
"Kiowa C-2","All Schools",06,Female,87.5,"- -","- -"
"Kiowa C-2","All Schools",07,Male,75.0,"- -","- -"
"Kiowa C-2","All Schools",07,Female,90.0,"- -","- -"
"Kiowa C-2","All Schools",08,Male,90.9,"- -","- -"
"Kiowa C-2","All Schools",08,Female,100.0,"- -","- -"
"Big Sandy 100J","All Schools","All Grades",Male,100.0,14.1,32.8
"Big Sandy 100J","All Schools","All Grades",Female,97.5,10.1,39.2
"Big Sandy 100J","All Schools",03,Male,100.0,"- -","- -"
"Big Sandy 100J","All Schools",03,Female,100.0,"- -","- -"
"Big Sandy 100J","All Schools",04,Male,100.0,"- -","- -"
"Big Sandy 100J","All Schools",04,Female,100.0,"- -","- -"
"Big Sandy 100J","All Schools",05,Male,100.0,"- -","- -"
"Big Sandy 100J","All Schools",05,Female,100.0,"- -","- -"
"Big Sandy 100J","All Schools",06,Male,100.0,"- -","- -"
"Big Sandy 100J","All Schools",06,Female,100.0,"- -","- -"
"Big Sandy 100J","All Schools",07,Male,100.0,"- -","- -"
"Big Sandy 100J","All Schools",07,Female,85.7,"- -","- -"
"Big Sandy 100J","All Schools",08,Male,100.0,"- -","- -"
"Big Sandy 100J","All Schools",08,Female,100.0,"- -","- -"
"Elbert 200","All Schools","All Grades",Male,90.5,22.8,22.8
"Elbert 200","All Schools","All Grades",Female,98.0,16.0,16.0
"Elbert 200","All Schools",03,Male,90.9,"- -","- -"
"Elbert 200","All Schools",03,Female,100.0,"- -","- -"
"Elbert 200","All Schools",04,Male,100.0,"- -","- -"
"Elbert 200","All Schools",04,Female,100.0,"- -","- -"
"Elbert 200","All Schools",05,Male,100.0,"- -","- -"
"Elbert 200","All Schools",05,Female,100.0,"- -","- -"
"Elbert 200","All Schools",06,Male,75.0,"- -","- -"
"Elbert 200","All Schools",06,Female,88.9,"- -","- -"
"Elbert 200","All Schools",07,Male,100.0,"- -","- -"
"Elbert 200","All Schools",07,Female,100.0,"- -","- -"
"Elbert 200","All Schools",08,Male,83.3,"- -","- -"
"Elbert 200","All Schools",08,Female,100.0,"- -","- -"
"Agate 300","All Schools","All Grades",Male,82.1,"- -","- -"
"Agate 300","All Schools","All Grades",Female,92.3,"- -","- -"
"Agate 300","All Schools",03,Male,100.0,"- -","- -"
"Agate 300","All Schools",03,Female,100.0,"- -","- -"
"Agate 300","All Schools",04,Male,100.0,"- -","- -"
"Agate 300","All Schools",04,Female,100.0,"- -","- -"
"Agate 300","All Schools",05,Male,100.0,"- -","- -"
"Agate 300","All Schools",05,Female,100.0,"- -","- -"
"Agate 300","All Schools",06,Male,87.5,"- -","- -"
"Agate 300","All Schools",06,Female,75.0,"- -","- -"
"Agate 300","All Schools",07,Male,50.0,"- -","- -"
"Agate 300","All Schools",07,Female,100.0,"- -","- -"
"Agate 300","All Schools",08,Male,50.0,"- -","- -"
"Agate 300","All Schools",08,Female,"- -","- -","- -"
"Calhan RJ-1","All Schools","All Grades",Male,89.2,10.1,31.3
"Calhan RJ-1","All Schools","All Grades",Female,82.8,12.5,36.1
"Calhan RJ-1","All Schools",03,Male,76.9,"- -","- -"
"Calhan RJ-1","All Schools",03,Female,64.7,"- -","- -"
"Calhan RJ-1","All Schools",04,Male,88.9,"- -","- -"
"Calhan RJ-1","All Schools",04,Female,69.2,"- -","- -"
"Calhan RJ-1","All Schools",05,Male,75.0,"- -","- -"
"Calhan RJ-1","All Schools",05,Female,78.6,"- -","- -"
"Calhan RJ-1","All Schools",06,Male,94.4,"- -","- -"
"Calhan RJ-1","All Schools",06,Female,100.0,"- -","- -"
"Calhan RJ-1","All Schools",07,Male,94.7,"- -","- -"
"Calhan RJ-1","All Schools",07,Female,90.0,"- -","- -"
"Calhan RJ-1","All Schools",08,Male,100.0,"- -",52.2
"Calhan RJ-1","All Schools",08,Female,95.0,"- -",42.1
"Harrison 2","All Schools","All Grades",Male,96.9,20.4,26.9
"Harrison 2","All Schools","All Grades",Female,96.2,18.6,23.9
"Harrison 2","All Schools",03,Male,98.4,20.6,35.5
"Harrison 2","All Schools",03,Female,97.9,19.1,36.5
"Harrison 2","All Schools",04,Male,98.0,19.0,27.1
"Harrison 2","All Schools",04,Female,98.1,16.5,25.5
"Harrison 2","All Schools",05,Male,97.7,18.0,30.4
"Harrison 2","All Schools",05,Female,95.9,15.6,19.7
"Harrison 2","All Schools",06,Male,96.4,24.2,23.0
"Harrison 2","All Schools",06,Female,96.3,24.1,17.8
"Harrison 2","All Schools",07,Male,95.3,10.4,23.2
"Harrison 2","All Schools",07,Female,93.8,9.0,20.5
"Harrison 2","All Schools",08,Male,95.5,29.9,21.9
"Harrison 2","All Schools",08,Female,95.1,27.1,23.1
"Widefield 3","All Schools","All Grades",Male,92.6,18.8,25.8
"Widefield 3","All Schools","All Grades",Female,92.7,19.1,21.4
"Widefield 3","All Schools",03,Male,96.4,21.5,39.1
"Widefield 3","All Schools",03,Female,95.0,21.5,32.3
"Widefield 3","All Schools",04,Male,94.8,13.5,28.9
"Widefield 3","All Schools",04,Female,98.1,20.9,24.8
"Widefield 3","All Schools",05,Male,96.5,17.7,29.1
"Widefield 3","All Schools",05,Female,95.3,13.6,26.2
"Widefield 3","All Schools",06,Male,92.2,24.5,14.4
"Widefield 3","All Schools",06,Female,95.1,22.7,11.9
"Widefield 3","All Schools",07,Male,88.7,9.9,17.6
"Widefield 3","All Schools",07,Female,88.2,11.3,14.8
"Widefield 3","All Schools",08,Male,86.4,25.8,23.2
"Widefield 3","All Schools",08,Female,84.3,23.7,18.3
"Fountain 8","All Schools","All Grades",Male,95.5,19.6,23.7
"Fountain 8","All Schools","All Grades",Female,95.2,20.8,18.6
"Fountain 8","All Schools",03,Male,97.0,19.9,35.0
"Fountain 8","All Schools",03,Female,98.5,22.8,26.6
"Fountain 8","All Schools",04,Male,99.0,15.4,29.1
"Fountain 8","All Schools",04,Female,99.0,21.3,17.2
"Fountain 8","All Schools",05,Male,96.8,14.8,28.0
"Fountain 8","All Schools",05,Female,97.3,13.9,25.8
"Fountain 8","All Schools",06,Male,97.0,20.2,18.3
