District Name,School Name,Content,Grade,2023,2019,Change 2019 to 2023
Adams 12 Five Star Schools,Rocky Mountain Elementary School,English Language Arts,03,23.1,12.1,11
Adams 12 Five Star Schools,Rocky Mountain Elementary School,English Language Arts,04,21.6,17.8,3.8
Adams 12 Five Star Schools,Rocky Mountain Elementary School,English Language Arts,05,19.4,28.0,-8.6
Adams 12 Five Star Schools,Riverdale Elementary School,English Language Arts,All,20.8,42.9,-22.1
Adams 12 Five Star Schools,Riverdale Elementary School,English Language Arts,03,24.1,31.4,-7.3
Adams 12 Five Star Schools,Riverdale Elementary School,English Language Arts,04,16.9,37.3,-20.4
Adams 12 Five Star Schools,Riverdale Elementary School,English Language Arts,05,21.4,57.6,-36.2
Adams 12 Five Star Schools,Federal Heights Elementary School,English Language Arts,All,13.8,20.9,-7.1
Adams 12 Five Star Schools,Federal Heights Elementary School,English Language Arts,03,21.4,15.3,6.1
Adams 12 Five Star Schools,Federal Heights Elementary School,English Language Arts,04,*,32.2,*
Adams 12 Five Star Schools,Federal Heights Elementary School,English Language Arts,05,*,15.3,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,All,*,*,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,03,*,*,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,04,*,*,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,05,*,*,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,06,*,*,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,07,*,*,*
Adams 12 Five Star Schools,Five Star Online Academy,English Language Arts,08,*,*,*
Adams 12 Five Star Schools,Hillcrest Elementary School,English Language Arts,All,15.8,23.8,-8
Adams 12 Five Star Schools,Hillcrest Elementary School,English Language Arts,03,16.1,16.9,-0.8
Adams 12 Five Star Schools,Hillcrest Elementary School,English Language Arts,04,16.4,34.9,-18.5
Adams 12 Five Star Schools,Hillcrest Elementary School,English Language Arts,05,15.0,17.4,-2.4
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,All,89.2,88.1,1.1
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,03,89.5,81.6,7.9
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,04,91.8,86.8,5
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,05,86.3,92.4,-6.1
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,06,90.0,86.5,3.5
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,07,86.8,91.9,-5.1
Adams 12 Five Star Schools,Hulstrom Options K-8 School,English Language Arts,08,90.9,88.7,2.2
Adams 12 Five Star Schools,Silver Hills Middle School,English Language Arts,All,22.1,35.9,-13.8
Adams 12 Five Star Schools,Silver Hills Middle School,English Language Arts,06,16.9,26.5,-9.6
Adams 12 Five Star Schools,Silver Hills Middle School,English Language Arts,07,21.7,32.5,-10.8
Adams 12 Five Star Schools,Silver Hills Middle School,English Language Arts,08,28.2,49.4,-21.2
Adams 12 Five Star Schools,Leroy Drive Elementary School,English Language Arts,All,23.0,16.3,6.7
Adams 12 Five Star Schools,Leroy Drive Elementary School,English Language Arts,03,16.7,21.0,-4.3
Adams 12 Five Star Schools,Leroy Drive Elementary School,English Language Arts,04,17.3,13.0,4.3
Adams 12 Five Star Schools,Leroy Drive Elementary School,English Language Arts,05,35.7,15.7,20
Adams 12 Five Star Schools,Malley Drive Elementary School,English Language Arts,All,19.5,23.5,-4
Adams 12 Five Star Schools,Malley Drive Elementary School,English Language Arts,03,*,11.9,*
Adams 12 Five Star Schools,Malley Drive Elementary School,English Language Arts,04,*,25.6,*
Adams 12 Five Star Schools,Malley Drive Elementary School,English Language Arts,05,35.8,30.0,5.8
Adams 12 Five Star Schools,McElwain Elementary School,English Language Arts,All,13.6,24.6,-11
Adams 12 Five Star Schools,McElwain Elementary School,English Language Arts,03,10.2,22.7,-12.5
Adams 12 Five Star Schools,McElwain Elementary School,English Language Arts,04,16.4,23.8,-7.4
Adams 12 Five Star Schools,McElwain Elementary School,English Language Arts,05,14.5,27.0,-12.5
Adams 12 Five Star Schools,Thornton Middle School,English Language Arts,All,16.4,16.2,0.2
Adams 12 Five Star Schools,Thornton Middle School,English Language Arts,06,14.4,14.3,0.1
Adams 12 Five Star Schools,Thornton Middle School,English Language Arts,07,17.2,17.1,0.1
Adams 12 Five Star Schools,Thornton Middle School,English Language Arts,08,17.6,17.3,0.3
Adams 12 Five Star Schools,Mountain View Elementary School,English Language Arts,All,46.0,58.8,-12.8
Adams 12 Five Star Schools,Mountain View Elementary School,English Language Arts,03,47.9,40.4,7.5
Adams 12 Five Star Schools,Mountain View Elementary School,English Language Arts,04,47.6,70.3,-22.7
Adams 12 Five Star Schools,Mountain View Elementary School,English Language Arts,05,41.4,65.5,-24.1
Adams 12 Five Star Schools,Shadow Ridge Middle School,English Language Arts,All,18.6,38.6,-20
Adams 12 Five Star Schools,Shadow Ridge Middle School,English Language Arts,06,17.5,30.7,-13.2
Adams 12 Five Star Schools,Shadow Ridge Middle School,English Language Arts,07,23.5,33.2,-9.7
Adams 12 Five Star Schools,Shadow Ridge Middle School,English Language Arts,08,15.9,52.9,-37
Adams 12 Five Star Schools,North Mor Elementary School,English Language Arts,All,24.8,24.9,-0.1
Adams 12 Five Star Schools,North Mor Elementary School,English Language Arts,03,21.7,15.7,6
Adams 12 Five Star Schools,North Mor Elementary School,English Language Arts,04,23.6,26.2,-2.6
Adams 12 Five Star Schools,North Mor Elementary School,English Language Arts,05,28.6,33.9,-5.3
Adams 12 Five Star Schools,North Star Elementary School,English Language Arts,All,16.9,24.1,-7.2
Adams 12 Five Star Schools,North Star Elementary School,English Language Arts,03,*,20.8,*
Adams 12 Five Star Schools,North Star Elementary School,English Language Arts,04,*,22.7,*
Adams 12 Five Star Schools,North Star Elementary School,English Language Arts,05,26.8,28.4,-1.6
Adams 12 Five Star Schools,Northglenn Middle School,English Language Arts,All,17.5,25.9,-8.4
Adams 12 Five Star Schools,Northglenn Middle School,English Language Arts,06,9.5,16.8,-7.3
Adams 12 Five Star Schools,Northglenn Middle School,English Language Arts,07,24.3,23.4,0.9
Adams 12 Five Star Schools,Northglenn Middle School,English Language Arts,08,18.7,38.0,-19.3
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,All,60.3,63.6,-3.3
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,03,58.9,61.9,-3
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,04,62.1,62.4,-0.3
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,05,59.2,66.4,-7.2
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,06,60.3,71.9,-11.6
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,07,61.3,62.8,-1.5
Adams 12 Five Star Schools,Prospect Ridge Academy,English Language Arts,08,59.8,55.7,4.1
Adams 12 Five Star Schools,Pathways Future Center,English Language Arts,All,*,*,*
Adams 12 Five Star Schools,Pathways Future Center,English Language Arts,06,*,*,*
Adams 12 Five Star Schools,Pathways Future Center,English Language Arts,07,*,*,*
Adams 12 Five Star Schools,Pathways Future Center,English Language Arts,08,*,*,*
Adams 12 Five Star Schools,Prairie Hills Elementary School,English Language Arts,All,58.5,59.0,-0.5
Adams 12 Five Star Schools,Prairie Hills Elementary School,English Language Arts,03,53.1,47.8,5.3
Adams 12 Five Star Schools,Prairie Hills Elementary School,English Language Arts,04,65.4,70.0,-4.6
Adams 12 Five Star Schools,Prairie Hills Elementary School,English Language Arts,05,57.1,60.7,-3.6
Adams 12 Five Star Schools,Silver Creek Elementary,English Language Arts,All,62.7,61.9,0.8
Adams 12 Five Star Schools,Silver Creek Elementary,English Language Arts,03,46.8,56.5,-9.7
Adams 12 Five Star Schools,Silver Creek Elementary,English Language Arts,04,63.7,57.4,6.3
Adams 12 Five Star Schools,Silver Creek Elementary,English Language Arts,05,75.0,70.8,4.2
Adams 12 Five Star Schools,The Studio School,English Language Arts,All,39.8,43.6,-3.8
Adams 12 Five Star Schools,The Studio School,English Language Arts,03,34.4,46.3,-11.9
Adams 12 Five Star Schools,The Studio School,English Language Arts,04,39.0,43.8,-4.8
Adams 12 Five Star Schools,The Studio School,English Language Arts,05,46.7,40.9,5.8
Adams 12 Five Star Schools,Stellar Elementary School,English Language Arts,All,40.4,39.6,0.8
Adams 12 Five Star Schools,Stellar Elementary School,English Language Arts,03,40.4,39.3,1.1
Adams 12 Five Star Schools,Stellar Elementary School,English Language Arts,04,35.8,40.0,-4.2
Adams 12 Five Star Schools,Stellar Elementary School,English Language Arts,05,45.8,39.6,6.2
Adams 12 Five Star Schools,STEM Lab,English Language Arts,All,58.2,66.4,-8.2
Adams 12 Five Star Schools,STEM Lab,English Language Arts,03,61.1,55.8,5.3
Adams 12 Five Star Schools,STEM Lab,English Language Arts,04,59.5,55.1,4.4
Adams 12 Five Star Schools,STEM Lab,English Language Arts,05,57.5,77.6,-20.1
Adams 12 Five Star Schools,STEM Lab,English Language Arts,06,54.4,59.3,-4.9
Adams 12 Five Star Schools,STEM Lab,English Language Arts,07,62.1,75.5,-13.4
Adams 12 Five Star Schools,STEM Lab,English Language Arts,08,54.2,76.6,-22.4
Adams 12 Five Star Schools,STEM Launch,English Language Arts,All,36.6,27.2,9.4
Adams 12 Five Star Schools,STEM Launch,English Language Arts,03,19.2,16.7,2.5
Adams 12 Five Star Schools,STEM Launch,English Language Arts,04,28.2,47.8,-19.6
Adams 12 Five Star Schools,STEM Launch,English Language Arts,05,35.9,23.8,12.1
Adams 12 Five Star Schools,STEM Launch,English Language Arts,06,39.8,24.6,15.2
Adams 12 Five Star Schools,STEM Launch,English Language Arts,07,42.7,27.3,15.4
Adams 12 Five Star Schools,STEM Launch,English Language Arts,08,47.9,26.0,21.9
Adams 12 Five Star Schools,Stukey Elementary School,English Language Arts,All,23.4,26.7,-3.3
Adams 12 Five Star Schools,Stukey Elementary School,English Language Arts,03,19.1,26.1,-7
Adams 12 Five Star Schools,Stukey Elementary School,English Language Arts,04,26.2,25.0,1.2
Adams 12 Five Star Schools,Stukey Elementary School,English Language Arts,05,25.0,29.2,-4.2
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,All,68.6,71.2,-2.6
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,03,63.5,50.8,12.7
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,04,78.7,71.9,6.8
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,05,67.5,83.6,-16.1
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,06,68.2,73.4,-5.2
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,07,69.8,72.6,-2.8
Adams 12 Five Star Schools,Thunder Vista P-8,English Language Arts,08,63.2,77.8,-14.6
Adams 12 Five Star Schools,Thornton Elementary School,English Language Arts,All,12.5,19.4,-6.9
Adams 12 Five Star Schools,Thornton Elementary School,English Language Arts,03,9.4,21.1,-11.7
Adams 12 Five Star Schools,Thornton Elementary School,English Language Arts,04,14.3,11.4,2.9
Adams 12 Five Star Schools,Thornton Elementary School,English Language Arts,05,13.7,25.7,-12
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,All,49.2,55.6,-6.4
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,03,37.8,52.4,-14.6
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,04,31.8,55.8,-24
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,05,44.4,59.2,-14.8
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,06,55.6,*,*
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,07,59.6,*,*
Adams 12 Five Star Schools,Westgate Community School,English Language Arts,08,67.5,56.1,11.4
Adams 12 Five Star Schools,Westlake Middle School,English Language Arts,All,52.1,60.7,-8.6
Adams 12 Five Star Schools,Westlake Middle School,English Language Arts,06,53.3,58.2,-4.9
Adams 12 Five Star Schools,Westlake Middle School,English Language Arts,07,59.4,64.3,-4.9
Adams 12 Five Star Schools,Westlake Middle School,English Language Arts,08,43.6,59.6,-16
Adams 12 Five Star Schools,Westview Elementary School,English Language Arts,All,24.7,28.9,-4.2
Adams 12 Five Star Schools,Westview Elementary School,English Language Arts,03,19.6,24.2,-4.6
Adams 12 Five Star Schools,Westview Elementary School,English Language Arts,04,22.6,26.1,-3.5
Adams 12 Five Star Schools,Westview Elementary School,English Language Arts,05,31.4,35.5,-4.1
Adams 12 Five Star Schools,Woodglen Elementary School,English Language Arts,All,30.7,40.8,-10.1
Adams 12 Five Star Schools,Woodglen Elementary School,English Language Arts,03,35.6,33.8,1.8
Adams 12 Five Star Schools,Woodglen Elementary School,English Language Arts,04,27.7,46.1,-18.4
Adams 12 Five Star Schools,Woodglen Elementary School,English Language Arts,05,29.3,42.2,-12.9
Adams 12 Five Star Schools,All Schools,Mathematics,All,32.0,35.0,-3
Adams 12 Five Star Schools,All Schools,Mathematics,03,35.8,35.3,0.5
Adams 12 Five Star Schools,All Schools,Mathematics,04,34.5,32.1,2.4
Adams 12 Five Star Schools,All Schools,Mathematics,05,37.2,36.8,0.4
Adams 12 Five Star Schools,All Schools,Mathematics,06,28.2,32.0,-3.8
Adams 12 Five Star Schools,All Schools,Mathematics,07,24.7,33.9,-9.2
Adams 12 Five Star Schools,All Schools,Mathematics,08,30.0,40.1,-10.1
Adams 12 Five Star Schools,Glacier Peak Elementary School,Mathematics,All,33.0,27.7,5.3
Adams 12 Five Star Schools,Glacier Peak Elementary School,Mathematics,03,24.4,29.2,-4.8
Adams 12 Five Star Schools,Glacier Peak Elementary School,Mathematics,04,52.2,28.9,23.3
Adams 12 Five Star Schools,Glacier Peak Elementary School,Mathematics,05,24.7,25.0,-0.3
Adams 12 Five Star Schools,Rocky Top Middle School,Mathematics,All,45.3,52.1,-6.8
Adams 12 Five Star Schools,Rocky Top Middle School,Mathematics,06,44.1,51.9,-7.8
Adams 12 Five Star Schools,Rocky Top Middle School,Mathematics,07,46.4,49.2,-2.8
Adams 12 Five Star Schools,Rocky Top Middle School,Mathematics,08,45.7,55.5,-9.8
Adams 12 Five Star Schools,Meridian Elementary School,Mathematics,All,62.1,66.1,-4
Adams 12 Five Star Schools,Meridian Elementary School,Mathematics,03,60.9,66.3,-5.4
Adams 12 Five Star Schools,Meridian Elementary School,Mathematics,04,62.8,60.9,1.9
Adams 12 Five Star Schools,Meridian Elementary School,Mathematics,05,62.7,70.7,-8
Adams 12 Five Star Schools,Vantage Point,Mathematics,All,*,*,*
Adams 12 Five Star Schools,Vantage Point,Mathematics,06,*,*,*
Adams 12 Five Star Schools,Vantage Point,Mathematics,07,*,*,*
Adams 12 Five Star Schools,Vantage Point,Mathematics,08,*,*,*
Adams 12 Five Star Schools,Arapahoe Ridge Elementary School,Mathematics,All,48.4,37.7,10.7
Adams 12 Five Star Schools,Arapahoe Ridge Elementary School,Mathematics,03,31.2,21.4,9.8
Adams 12 Five Star Schools,Arapahoe Ridge Elementary School,Mathematics,04,62.5,49.5,13
Adams 12 Five Star Schools,Arapahoe Ridge Elementary School,Mathematics,05,57.1,40.9,16.2
Adams 12 Five Star Schools,Centennial Elementary School,Mathematics,All,16.0,15.8,0.2
Adams 12 Five Star Schools,Centennial Elementary School,Mathematics,03,21.4,16.3,5.1
Adams 12 Five Star Schools,Centennial Elementary School,Mathematics,04,6.6,12.3,-5.7
Adams 12 Five Star Schools,Centennial Elementary School,Mathematics,05,20.7,18.4,2.3
Adams 12 Five Star Schools,Century Middle School,Mathematics,All,22.3,33.3,-11
Adams 12 Five Star Schools,Century Middle School,Mathematics,06,20.5,23.8,-3.3
Adams 12 Five Star Schools,Century Middle School,Mathematics,07,19.3,33.7,-14.4
Adams 12 Five Star Schools,Century Middle School,Mathematics,08,26.8,45.1,-18.3
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,All,73.5,73.8,-0.3
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,03,81.6,78.8,2.8
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,04,78.7,65.3,13.4
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,05,70.3,65.6,4.7
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,06,72.1,79.5,-7.4
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,07,66.7,74.3,-7.6
Adams 12 Five Star Schools,Stargate Charter School,Mathematics,08,73.4,76.5,-3.1
Adams 12 Five Star Schools,Coronado Hills Elementary School,Mathematics,All,8.5,8.6,-0.1
Adams 12 Five Star Schools,Coronado Hills Elementary School,Mathematics,03,14.3,4.8,9.5
Adams 12 Five Star Schools,Coronado Hills Elementary School,Mathematics,04,5.4,8.6,-3.2
Adams 12 Five Star Schools,Coronado Hills Elementary School,Mathematics,05,4.8,13.2,-8.4
Adams 12 Five Star Schools,Cotton Creek Elementary School,Mathematics,All,51.7,45.9,5.8
Adams 12 Five Star Schools,Cotton Creek Elementary School,Mathematics,03,44.4,45.8,-1.4
Adams 12 Five Star Schools,Cotton Creek Elementary School,Mathematics,04,61.6,52.2,9.4
Adams 12 Five Star Schools,Cotton Creek Elementary School,Mathematics,05,47.4,39.3,8.1
Adams 12 Five Star Schools,Coyote Ridge Elementary School,Mathematics,All,64.2,70.3,-6.1
Adams 12 Five Star Schools,Coyote Ridge Elementary School,Mathematics,03,66.7,70.8,-4.1
