District Name,School Name,Content,Grade,2023,2019,Change 2019 to 2023
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,All,40.3,43.0,-2.7
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,03,*,*,*
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,04,*,35.0,*
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,05,*,52.6,*
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,06,*,*,*
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,07,*,44.4,*
Jefferson County R-1,Coal Creek Canyon K-8 Elementary School,Mathematics,08,*,*,*
Jefferson County R-1,Colorow Elementary School,Mathematics,All,13.1,20.5,-7.4
Jefferson County R-1,Colorow Elementary School,Mathematics,03,20.0,*,*
Jefferson County R-1,Colorow Elementary School,Mathematics,04,8.1,*,*
Jefferson County R-1,Colorow Elementary School,Mathematics,05,14.8,33.3,-18.5
Jefferson County R-1,Columbine Hills Elementary School,Mathematics,All,36.4,32.6,3.8
Jefferson County R-1,Columbine Hills Elementary School,Mathematics,03,43.9,26.7,17.2
Jefferson County R-1,Columbine Hills Elementary School,Mathematics,04,36.7,46.5,-9.8
Jefferson County R-1,Columbine Hills Elementary School,Mathematics,05,28.2,23.1,5.1
Jefferson County R-1,Compass Montessori - Wheat Ridge Charter School,Mathematics,All,15.5,22.6,-7.1
Jefferson County R-1,Compass Montessori - Wheat Ridge Charter School,Mathematics,03,22.2,38.9,-16.7
Jefferson County R-1,Compass Montessori - Wheat Ridge Charter School,Mathematics,04,*,17.2,*
Jefferson County R-1,Compass Montessori - Wheat Ridge Charter School,Mathematics,05,20.0,10.0,10
Jefferson County R-1,Compass Montessori - Wheat Ridge Charter School,Mathematics,06,*,20.7,*
Jefferson County R-1,Coronado Elementary School,Mathematics,All,39.1,45.5,-6.4
Jefferson County R-1,Coronado Elementary School,Mathematics,03,50.0,43.4,6.6
Jefferson County R-1,Coronado Elementary School,Mathematics,04,30.3,46.4,-16.1
Jefferson County R-1,Coronado Elementary School,Mathematics,05,37.5,46.5,-9
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,All,19.7,18.4,1.3
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,03,*,*,*
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,04,*,*,*
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,05,*,*,*
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,06,*,*,*
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,07,15.2,18.6,-3.4
Jefferson County R-1,Compass Montessori - Golden Charter School,Mathematics,08,28.6,34.7,-6.1
Jefferson County R-1,Creighton Middle School,Mathematics,All,21.0,35.3,-14.3
Jefferson County R-1,Creighton Middle School,Mathematics,06,19.2,91.1,-71.9
Jefferson County R-1,Creighton Middle School,Mathematics,07,18.3,28.9,-10.6
Jefferson County R-1,Creighton Middle School,Mathematics,08,25.7,33.1,-7.4
Jefferson County R-1,D'Evelyn Junior/Senior High School,Mathematics,All,67.3,73.3,-6
Jefferson County R-1,D'Evelyn Junior/Senior High School,Mathematics,06,77.2,*,*
Jefferson County R-1,D'Evelyn Junior/Senior High School,Mathematics,07,58.4,72.5,-14.1
Jefferson County R-1,D'Evelyn Junior/Senior High School,Mathematics,08,70.1,74.1,-4
Jefferson County R-1,Deer Creek Middle School,Mathematics,All,43.9,53.8,-9.9
Jefferson County R-1,Deer Creek Middle School,Mathematics,06,45.1,45.3,-0.2
Jefferson County R-1,Deer Creek Middle School,Mathematics,07,37.3,51.6,-14.3
Jefferson County R-1,Deer Creek Middle School,Mathematics,08,50.0,64.6,-14.6
Jefferson County R-1,Doral Academy of Colorado,Mathematics,All,11.6,25.2,-13.6
Jefferson County R-1,Doral Academy of Colorado,Mathematics,03,*,25.9,*
Jefferson County R-1,Doral Academy of Colorado,Mathematics,04,*,26.9,*
Jefferson County R-1,Doral Academy of Colorado,Mathematics,05,22.2,19.0,3.2
Jefferson County R-1,Doral Academy of Colorado,Mathematics,06,*,16.0,*
Jefferson County R-1,Doral Academy of Colorado,Mathematics,07,13.8,26.3,-12.5
Jefferson County R-1,Doral Academy of Colorado,Mathematics,08,*,34.5,*
Jefferson County R-1,Devinny Elementary School,Mathematics,All,70.8,76.0,-5.2
Jefferson County R-1,Devinny Elementary School,Mathematics,03,79.2,88.9,-9.7
Jefferson County R-1,Devinny Elementary School,Mathematics,04,74.7,67.0,7.7
Jefferson County R-1,Devinny Elementary School,Mathematics,05,58.4,73.1,-14.7
Jefferson County R-1,Drake Junior High School,Mathematics,All,44.1,51.4,-7.3
Jefferson County R-1,Drake Junior High School,Mathematics,06,38.1,50.6,-12.5
Jefferson County R-1,Drake Junior High School,Mathematics,07,43.9,48.9,-5
Jefferson County R-1,Drake Junior High School,Mathematics,08,52.4,55.3,-2.9
Jefferson County R-1,Dunstan Middle School,Mathematics,All,37.7,41.1,-3.4
Jefferson County R-1,Dunstan Middle School,Mathematics,06,36.4,30.1,6.3
Jefferson County R-1,Dunstan Middle School,Mathematics,07,29.8,44.3,-14.5
Jefferson County R-1,Dunstan Middle School,Mathematics,08,47.7,49.6,-1.9
Jefferson County R-1,Dutch Creek Elementary School,Mathematics,All,34.1,50.6,-16.5
Jefferson County R-1,Dutch Creek Elementary School,Mathematics,03,45.5,64.1,-18.6
Jefferson County R-1,Dutch Creek Elementary School,Mathematics,04,34.1,44.9,-10.8
Jefferson County R-1,Dutch Creek Elementary School,Mathematics,05,26.5,45.7,-19.2
Jefferson County R-1,Edgewater Elementary School,Mathematics,All,7.6,11.7,-4.1
Jefferson County R-1,Edgewater Elementary School,Mathematics,03,15.8,29.3,-13.5
Jefferson County R-1,Edgewater Elementary School,Mathematics,04,*,14.3,*
Jefferson County R-1,Edgewater Elementary School,Mathematics,05,*,*,*
Jefferson County R-1,Edgewater Elementary School,Mathematics,06,*,*,*
Jefferson County R-1,Eiber Elementary School,Mathematics,All,17.7,16.2,1.5
Jefferson County R-1,Eiber Elementary School,Mathematics,03,*,15.6,*
Jefferson County R-1,Eiber Elementary School,Mathematics,04,*,11.9,*
Jefferson County R-1,Eiber Elementary School,Mathematics,05,27.7,15.9,11.8
Jefferson County R-1,Elk Creek Elementary School,Mathematics,All,41.7,47.5,-5.8
Jefferson County R-1,Elk Creek Elementary School,Mathematics,03,58.6,63.8,-5.2
Jefferson County R-1,Elk Creek Elementary School,Mathematics,04,23.1,30.9,-7.8
Jefferson County R-1,Elk Creek Elementary School,Mathematics,05,41.5,46.9,-5.4
Jefferson County R-1,Excel Academy Charter School,Mathematics,All,46.3,44.5,1.8
Jefferson County R-1,Excel Academy Charter School,Mathematics,03,79.5,66.7,12.8
Jefferson County R-1,Excel Academy Charter School,Mathematics,04,44.4,37.5,6.9
Jefferson County R-1,Excel Academy Charter School,Mathematics,05,43.8,50.9,-7.1
Jefferson County R-1,Excel Academy Charter School,Mathematics,06,28.8,35.0,-6.2
Jefferson County R-1,Excel Academy Charter School,Mathematics,07,40.0,42.6,-2.6
Jefferson County R-1,Excel Academy Charter School,Mathematics,08,44.7,37.8,6.9
Jefferson County R-1,Everitt Middle School,Mathematics,All,15.3,13.9,1.4
Jefferson County R-1,Everitt Middle School,Mathematics,06,16.0,11.8,4.2
Jefferson County R-1,Everitt Middle School,Mathematics,07,13.1,14.5,-1.4
Jefferson County R-1,Everitt Middle School,Mathematics,08,17.4,16.3,1.1
Jefferson County R-1,Evergreen Middle School,Mathematics,All,53.7,60.7,-7
Jefferson County R-1,Evergreen Middle School,Mathematics,06,41.8,52.7,-10.9
Jefferson County R-1,Evergreen Middle School,Mathematics,07,52.9,67.8,-14.9
Jefferson County R-1,Evergreen Middle School,Mathematics,08,64.5,62.6,1.9
Jefferson County R-1,Fairmount Elementary School,Mathematics,All,70.2,71.9,-1.7
Jefferson County R-1,Fairmount Elementary School,Mathematics,03,77.6,71.6,6
Jefferson County R-1,Fairmount Elementary School,Mathematics,04,66.7,77.0,-10.3
Jefferson County R-1,Fairmount Elementary School,Mathematics,05,66.7,67.9,-1.2
Jefferson County R-1,Falcon Bluffs Middle School,Mathematics,All,41.6,45.8,-4.2
Jefferson County R-1,Falcon Bluffs Middle School,Mathematics,06,40.7,42.5,-1.8
Jefferson County R-1,Falcon Bluffs Middle School,Mathematics,07,38.9,47.2,-8.3
Jefferson County R-1,Falcon Bluffs Middle School,Mathematics,08,44.8,47.9,-3.1
Jefferson County R-1,Foothills Elementary School,Mathematics,All,27.9,21.8,6.1
Jefferson County R-1,Foothills Elementary School,Mathematics,03,30.8,17.5,13.3
Jefferson County R-1,Foothills Elementary School,Mathematics,04,28.9,39.5,-10.6
Jefferson County R-1,Foothills Elementary School,Mathematics,05,25.0,10.9,14.1
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,All,14.3,11.5,2.8
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,03,20.5,5.5,15
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,04,22.7,13.2,9.5
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,05,15.4,17.4,-2
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,06,*,8.0,*
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,07,*,*,*
Jefferson County R-1,Foster Dual Language PK-8,Mathematics,08,*,*,*
Jefferson County R-1,Free Horizon Montessori,Mathematics,All,23.6,29.7,-6.1
Jefferson County R-1,Free Horizon Montessori,Mathematics,03,38.5,37.5,1
Jefferson County R-1,Free Horizon Montessori,Mathematics,04,20.0,32.4,-12.4
Jefferson County R-1,Free Horizon Montessori,Mathematics,05,23.8,22.2,1.6
Jefferson County R-1,Free Horizon Montessori,Mathematics,06,*,20.0,*
Jefferson County R-1,Free Horizon Montessori,Mathematics,07,15.4,*,*
Jefferson County R-1,Free Horizon Montessori,Mathematics,08,*,*,*
Jefferson County R-1,Fremont Elementary School,Mathematics,All,41.9,47.9,-6
Jefferson County R-1,Fremont Elementary School,Mathematics,03,47.2,64.0,-16.8
Jefferson County R-1,Fremont Elementary School,Mathematics,04,46.7,30.3,16.4
Jefferson County R-1,Fremont Elementary School,Mathematics,05,30.6,52.6,-22
Jefferson County R-1,Glennon Heights Elementary School,Mathematics,All,23.2,16.5,6.7
Jefferson County R-1,Glennon Heights Elementary School,Mathematics,03,*,32.1,*
Jefferson County R-1,Glennon Heights Elementary School,Mathematics,04,*,*,*
Jefferson County R-1,Glennon Heights Elementary School,Mathematics,05,36.7,23.5,13.2
Jefferson County R-1,Governor's Ranch Elementary School,Mathematics,All,45.7,46.0,-0.3
Jefferson County R-1,Governor's Ranch Elementary School,Mathematics,03,40.7,61.7,-21
Jefferson County R-1,Governor's Ranch Elementary School,Mathematics,04,52.1,47.2,4.9
Jefferson County R-1,Governor's Ranch Elementary School,Mathematics,05,45.5,41.0,4.5
Jefferson County R-1,Green Gables Elementary School,Mathematics,All,38.0,50.0,-12
Jefferson County R-1,Green Gables Elementary School,Mathematics,03,34.1,50.0,-15.9
Jefferson County R-1,Green Gables Elementary School,Mathematics,04,26.5,40.6,-14.1
Jefferson County R-1,Green Gables Elementary School,Mathematics,05,51.2,57.5,-6.3
Jefferson County R-1,Green Mountain Elementary School,Mathematics,All,11.5,20.4,-8.9
Jefferson County R-1,Green Mountain Elementary School,Mathematics,03,12.5,16.3,-3.8
Jefferson County R-1,Green Mountain Elementary School,Mathematics,04,11.5,19.4,-7.9
Jefferson County R-1,Green Mountain Elementary School,Mathematics,05,10.7,26.5,-15.8
Jefferson County R-1,Great Work Montessori,Mathematics,All,10.0,*,*
Jefferson County R-1,Great Work Montessori,Mathematics,03,*,*,*
Jefferson County R-1,Great Work Montessori,Mathematics,04,*,*,*
Jefferson County R-1,Great Work Montessori,Mathematics,05,*,*,*
Jefferson County R-1,Great Work Montessori,Mathematics,06,*,*,*
Jefferson County R-1,Great Work Montessori,Mathematics,07,*,*,*
Jefferson County R-1,Great Work Montessori,Mathematics,08,*,*,*
Jefferson County R-1,Hackberry Hill Elementary School,Mathematics,All,56.6,46.2,10.4
Jefferson County R-1,Hackberry Hill Elementary School,Mathematics,03,61.5,53.0,8.5
Jefferson County R-1,Hackberry Hill Elementary School,Mathematics,04,50.0,32.9,17.1
Jefferson County R-1,Hackberry Hill Elementary School,Mathematics,05,60.4,52.8,7.6
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,All,8.2,*,*
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,03,*,*,*
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,04,*,*,*
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,05,*,*,*
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,06,*,*,*
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,07,*,*,*
Jefferson County R-1,JeffCo Remote Learning Program,Mathematics,08,7.9,*,*
Jefferson County R-1,Hutchinson Elementary School,Mathematics,All,39.3,42.0,-2.7
Jefferson County R-1,Hutchinson Elementary School,Mathematics,03,56.1,22.2,33.9
Jefferson County R-1,Hutchinson Elementary School,Mathematics,04,28.2,59.4,-31.2
Jefferson County R-1,Hutchinson Elementary School,Mathematics,05,29.6,41.5,-11.9
Jefferson County R-1,Jefferson Academy Elementary,Mathematics,All,52.4,42.2,10.2
Jefferson County R-1,Jefferson Academy Elementary,Mathematics,03,56.4,41.0,15.4
Jefferson County R-1,Jefferson Academy Elementary,Mathematics,04,46.4,33.0,13.4
Jefferson County R-1,Jefferson Academy Elementary,Mathematics,05,60.4,46.2,14.2
Jefferson County R-1,Jefferson Academy Elementary,Mathematics,06,46.8,48.6,-1.8
Jefferson County R-1,Jefferson Academy,Mathematics,All,49.2,65.8,-16.6
Jefferson County R-1,Jefferson Academy,Mathematics,07,41.1,59.1,-18
Jefferson County R-1,Jefferson Academy,Mathematics,08,57.9,72.6,-14.7
Jefferson County R-1,Jeffco Virtual Academy,Mathematics,All,23.8,15.6,8.2
Jefferson County R-1,Jeffco Virtual Academy,Mathematics,06,*,*,*
Jefferson County R-1,Jeffco Virtual Academy,Mathematics,07,*,*,*
Jefferson County R-1,Jeffco Virtual Academy,Mathematics,08,*,*,*
Jefferson County R-1,Jefferson Junior/Senior High School,Mathematics,All,3.4,4.8,-1.4
Jefferson County R-1,Jefferson Junior/Senior High School,Mathematics,07,3.4,5.0,-1.6
Jefferson County R-1,Jefferson Junior/Senior High School,Mathematics,08,3.3,4.5,-1.2
Jefferson County R-1,Sheridan Green Elementary School,Mathematics,All,40.2,40.6,-0.4
Jefferson County R-1,Sheridan Green Elementary School,Mathematics,03,32.4,38.6,-6.2
Jefferson County R-1,Sheridan Green Elementary School,Mathematics,04,45.7,51.1,-5.4
Jefferson County R-1,Sheridan Green Elementary School,Mathematics,05,42.4,33.3,9.1
Jefferson County R-1,Ken Caryl Middle School,Mathematics,All,36.8,43.1,-6.3
Jefferson County R-1,Ken Caryl Middle School,Mathematics,06,31.9,72.0,-40.1
Jefferson County R-1,Ken Caryl Middle School,Mathematics,07,30.4,42.4,-12
Jefferson County R-1,Ken Caryl Middle School,Mathematics,08,48.4,41.3,7.1
Jefferson County R-1,Kendallvue Elementary School,Mathematics,All,16.7,43.5,-26.8
Jefferson County R-1,Kendallvue Elementary School,Mathematics,03,28.9,44.8,-15.9
Jefferson County R-1,Kendallvue Elementary School,Mathematics,04,8.8,53.2,-44.4
Jefferson County R-1,Kendallvue Elementary School,Mathematics,05,8.6,36.1,-27.5
Jefferson County R-1,Kendrick Lakes Elementary School,Mathematics,All,46.9,56.6,-9.7
Jefferson County R-1,Kendrick Lakes Elementary School,Mathematics,03,51.5,53.3,-1.8
Jefferson County R-1,Kendrick Lakes Elementary School,Mathematics,04,50.0,60.6,-10.6
Jefferson County R-1,Kendrick Lakes Elementary School,Mathematics,05,38.5,55.6,-17.1
Jefferson County R-1,Connections Learning Center on the Earle Johnson C,Mathematics,All,*,*,*
Jefferson County R-1,Connections Learning Center on the Earle Johnson C,Mathematics,06,*,*,*
Jefferson County R-1,Connections Learning Center on the Earle Johnson C,Mathematics,07,*,*,*
Jefferson County R-1,Connections Learning Center on the Earle Johnson C,Mathematics,08,*,*,*
Jefferson County R-1,Kullerstrand Elementary School,Mathematics,All,19.5,24.7,-5.2
Jefferson County R-1,Kullerstrand Elementary School,Mathematics,03,23.3,30.0,-6.7
Jefferson County R-1,Kullerstrand Elementary School,Mathematics,04,18.8,13.8,5
Jefferson County R-1,Kullerstrand Elementary School,Mathematics,05,15.0,28.6,-13.6
Jefferson County R-1,Kyffin Elementary School,Mathematics,All,76.8,62.3,14.5
Jefferson County R-1,Kyffin Elementary School,Mathematics,03,75.0,65.3,9.7
Jefferson County R-1,Kyffin Elementary School,Mathematics,04,77.8,68.8,9
Jefferson County R-1,Kyffin Elementary School,Mathematics,05,77.8,54.4,23.4
Jefferson County R-1,Lasley Elementary School,Mathematics,All,15.5,30.5,-15
Jefferson County R-1,Lasley Elementary School,Mathematics,03,30.0,49.1,-19.1
Jefferson County R-1,Lasley Elementary School,Mathematics,04,*,21.4,*
Jefferson County R-1,Lasley Elementary School,Mathematics,05,17.8,31.1,-13.3
Jefferson County R-1,Lasley Elementary School,Mathematics,06,*,25.0,*
Jefferson County R-1,Lawrence Elementary School,Mathematics,All,34.0,31.8,2.2
Jefferson County R-1,Lawrence Elementary School,Mathematics,03,34.9,43.1,-8.2
Jefferson County R-1,Lawrence Elementary School,Mathematics,04,17.0,17.1,-0.1
Jefferson County R-1,Lawrence Elementary School,Mathematics,05,53.3,32.5,20.8
Jefferson County R-1,Leawood Elementary School,Mathematics,All,51.4,45.3,6.1
Jefferson County R-1,Leawood Elementary School,Mathematics,03,64.1,53.7,10.4
Jefferson County R-1,Leawood Elementary School,Mathematics,04,60.4,53.4,7
Jefferson County R-1,Leawood Elementary School,Mathematics,05,30.4,32.6,-2.2
Jefferson County R-1,Lincoln Charter Academy,Mathematics,All,39.2,36.6,2.6
Jefferson County R-1,Lincoln Charter Academy,Mathematics,03,47.0,46.0,1
Jefferson County R-1,Lincoln Charter Academy,Mathematics,04,29.6,36.9,-7.3
Jefferson County R-1,Lincoln Charter Academy,Mathematics,05,35.9,30.9,5
Jefferson County R-1,Lincoln Charter Academy,Mathematics,06,38.5,31.6,6.9
Jefferson County R-1,Lincoln Charter Academy,Mathematics,07,44.3,34.6,9.7
Jefferson County R-1,Lincoln Charter Academy,Mathematics,08,41.3,39.6,1.7
Jefferson County R-1,Little Elementary School,Mathematics,All,11.1,21.3,-10.2
Jefferson County R-1,Little Elementary School,Mathematics,03,9.6,28.6,-19
Jefferson County R-1,Little Elementary School,Mathematics,04,14.0,20.4,-6.4
Jefferson County R-1,Little Elementary School,Mathematics,05,9.7,16.7,-7
Jefferson County R-1,Lukas Elementary School,Mathematics,All,45.2,39.6,5.6
Jefferson County R-1,Lukas Elementary School,Mathematics,03,64.1,46.9,17.2
Jefferson County R-1,Lukas Elementary School,Mathematics,04,34.1,31.4,2.7
Jefferson County R-1,Lukas Elementary School,Mathematics,05,39.5,41.2,-1.7
Jefferson County R-1,Lumberg Elementary School,Mathematics,All,5.3,11.8,-6.5
Jefferson County R-1,Lumberg Elementary School,Mathematics,03,*,*,*
Jefferson County R-1,Lumberg Elementary School,Mathematics,04,5.3,*,*
Jefferson County R-1,Lumberg Elementary School,Mathematics,05,7.7,16.2,-8.5
Jefferson County R-1,Lumberg Elementary School,Mathematics,06,*,13.6,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,All,*,*,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,03,*,*,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,04,*,*,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,05,*,*,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,06,*,*,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,07,*,*,*
Jefferson County R-1,Rocky Mountain Deaf School,Mathematics,08,*,*,*
Jefferson County R-1,Mandalay Middle School,Mathematics,All,25.8,40.4,-14.6
Jefferson County R-1,Mandalay Middle School,Mathematics,06,25.3,32.5,-7.2
Jefferson County R-1,Mandalay Middle School,Mathematics,07,18.1,42.0,-23.9
Jefferson County R-1,Mandalay Middle School,Mathematics,08,36.4,47.5,-11.1
Jefferson County R-1,Manning Options School,Mathematics,All,59.3,63.3,-4
Jefferson County R-1,Manning Options School,Mathematics,06,52.4,62.1,-9.7
Jefferson County R-1,Manning Options School,Mathematics,07,61.1,73.2,-12.1
Jefferson County R-1,Manning Options School,Mathematics,08,65.4,52.3,13.1
Jefferson County R-1,Maple Grove Elementary School,Mathematics,All,51.6,46.7,4.9
Jefferson County R-1,Maple Grove Elementary School,Mathematics,03,70.0,38.5,31.5
Jefferson County R-1,Maple Grove Elementary School,Mathematics,04,35.5,52.9,-17.4
Jefferson County R-1,Maple Grove Elementary School,Mathematics,05,53.3,51.0,2.3
Jefferson County R-1,Marshdale Elementary School,Mathematics,All,79.5,58.0,21.5
Jefferson County R-1,Marshdale Elementary School,Mathematics,03,71.2,47.8,23.4
Jefferson County R-1,Marshdale Elementary School,Mathematics,04,72.9,46.7,26.2
Jefferson County R-1,Marshdale Elementary School,Mathematics,05,92.9,78.7,14.2
Jefferson County R-1,Meiklejohn Elementary,Mathematics,All,66.2,64.7,1.5
Jefferson County R-1,Meiklejohn Elementary,Mathematics,03,77.6,72.4,5.2
Jefferson County R-1,Meiklejohn Elementary,Mathematics,04,64.9,62.8,2.1
Jefferson County R-1,Meiklejohn Elementary,Mathematics,05,54.0,60.0,-6
Jefferson County R-1,Mitchell Elementary School,Mathematics,All,73.2,65.3,7.9
Jefferson County R-1,Mitchell Elementary School,Mathematics,03,76.8,72.6,4.2
Jefferson County R-1,Mitchell Elementary School,Mathematics,04,70.5,68.4,2.1
Jefferson County R-1,Mitchell Elementary School,Mathematics,05,72.4,53.9,18.5
Jefferson County R-1,Molholm Elementary School,Mathematics,All,*,13.2,*
Jefferson County R-1,Molholm Elementary School,Mathematics,03,*,15.9,*
Jefferson County R-1,Molholm Elementary School,Mathematics,04,*,17.3,*
Jefferson County R-1,Molholm Elementary School,Mathematics,05,*,11.7,*
Jefferson County R-1,Molholm Elementary School,Mathematics,06,*,9.7,*
Jefferson County R-1,Montessori Peaks Charter Academy,Mathematics,All,29.8,29.3,0.5
Jefferson County R-1,Montessori Peaks Charter Academy,Mathematics,03,37.8,31.5,6.3
Jefferson County R-1,Montessori Peaks Charter Academy,Mathematics,04,26.5,20.4,6.1
Jefferson County R-1,Montessori Peaks Charter Academy,Mathematics,05,26.5,25.8,0.7
Jefferson County R-1,Montessori Peaks Charter Academy,Mathematics,06,28.6,48.3,-19.7
Jefferson County R-1,Moore Middle School,Mathematics,All,14.5,21.0,-6.5
Jefferson County R-1,Moore Middle School,Mathematics,06,15.1,18.9,-3.8
Jefferson County R-1,Moore Middle School,Mathematics,07,14.9,21.5,-6.6
Jefferson County R-1,Moore Middle School,Mathematics,08,13.6,22.6,-9
Jefferson County R-1,Mortensen Elementary School,Mathematics,All,39.7,33.9,5.8
Jefferson County R-1,Mortensen Elementary School,Mathematics,03,50.0,38.1,11.9
Jefferson County R-1,Mortensen Elementary School,Mathematics,04,33.3,37.3,-4
Jefferson County R-1,Mortensen Elementary School,Mathematics,05,36.7,25.9,10.8
Jefferson County R-1,Mount Carbon Elementary School,Mathematics,All,43.2,58.0,-14.8
Jefferson County R-1,Mount Carbon Elementary School,Mathematics,03,50.0,66.0,-16
Jefferson County R-1,Mount Carbon Elementary School,Mathematics,04,44.8,48.1,-3.3
Jefferson County R-1,Mount Carbon Elementary School,Mathematics,05,34.6,55.1,-20.5
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,All,27.1,22.2,4.9
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,03,33.9,9.1,24.8
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,04,19.6,*,*
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,05,32.7,26.5,6.2
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,06,11.4,*,*
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,07,17.1,50.0,-32.9
Jefferson County R-1,Mountain Phoenix Community School,Mathematics,08,44.4,46.7,-2.3
Jefferson County R-1,Normandy Elementary School,Mathematics,All,61.3,50.6,10.7
Jefferson County R-1,Normandy Elementary School,Mathematics,03,77.8,46.6,31.2
Jefferson County R-1,Normandy Elementary School,Mathematics,04,54.5,41.6,12.9
Jefferson County R-1,Normandy Elementary School,Mathematics,05,50.0,62.1,-12.1
Jefferson County R-1,North Arvada Middle School,Mathematics,All,15.9,23.9,-8
Jefferson County R-1,North Arvada Middle School,Mathematics,06,17.7,18.5,-0.8
Jefferson County R-1,North Arvada Middle School,Mathematics,07,16.3,26.0,-9.7
Jefferson County R-1,North Arvada Middle School,Mathematics,08,14.1,27.3,-13.2
Jefferson County R-1,Oberon Middle School,Mathematics,All,34.2,40.4,-6.2
Jefferson County R-1,Oberon Middle School,Mathematics,06,32.0,30.7,1.3
Jefferson County R-1,Oberon Middle School,Mathematics,07,31.1,40.9,-9.8
Jefferson County R-1,Oberon Middle School,Mathematics,08,39.7,49.2,-9.5
Jefferson County R-1,Jefferson County Open Elementary School,Mathematics,All,16.5,37.5,-21
Jefferson County R-1,Jefferson County Open Elementary School,Mathematics,03,25.0,57.1,-32.1
Jefferson County R-1,Jefferson County Open Elementary School,Mathematics,04,*,32.3,*
Jefferson County R-1,Jefferson County Open Elementary School,Mathematics,05,*,34.5,*
Jefferson County R-1,Jefferson County Open Elementary School,Mathematics,06,20.5,30.0,-9.5
Jefferson County R-1,Jefferson County Open Secondary,Mathematics,All,34.4,36.0,-1.6
Jefferson County R-1,Jefferson County Open Secondary,Mathematics,07,30.6,42.2,-11.6
Jefferson County R-1,Jefferson County Open Secondary,Mathematics,08,38.3,29.3,9
Jefferson County R-1,Parmalee Elementary School,Mathematics,All,73.8,71.6,2.2
Jefferson County R-1,Parmalee Elementary School,Mathematics,03,69.6,64.9,4.7
Jefferson County R-1,Parmalee Elementary School,Mathematics,04,76.2,71.9,4.3
Jefferson County R-1,Parmalee Elementary School,Mathematics,05,75.4,77.4,-2
Jefferson County R-1,Parr Elementary School,Mathematics,All,10.4,7.4,3
Jefferson County R-1,Parr Elementary School,Mathematics,03,13.8,14.3,-0.5
Jefferson County R-1,Parr Elementary School,Mathematics,04,*,*,*
Jefferson County R-1,Parr Elementary School,Mathematics,05,*,*,*
Jefferson County R-1,Patterson International School,Mathematics,All,34.9,30.0,4.9
Jefferson County R-1,Patterson International School,Mathematics,03,22.2,27.1,-4.9
Jefferson County R-1,Patterson International School,Mathematics,04,43.2,29.1,14.1
Jefferson County R-1,Patterson International School,Mathematics,05,40.0,25.5,14.5
Jefferson County R-1,Patterson International School,Mathematics,06,37.1,38.8,-1.7
Jefferson County R-1,Peck Elementary School,Mathematics,All,15.6,27.2,-11.6
Jefferson County R-1,Peck Elementary School,Mathematics,03,20.8,45.2,-24.4
Jefferson County R-1,Peck Elementary School,Mathematics,04,12.0,19.1,-7.1
Jefferson County R-1,Peck Elementary School,Mathematics,05,14.3,22.2,-7.9
Jefferson County R-1,Peiffer Elementary School,Mathematics,All,40.7,38.1,2.6
Jefferson County R-1,Peiffer Elementary School,Mathematics,03,53.6,48.5,5.1
Jefferson County R-1,Peiffer Elementary School,Mathematics,04,26.7,30.2,-3.5
Jefferson County R-1,Peiffer Elementary School,Mathematics,05,42.9,37.9,5
Jefferson County R-1,Peak Expeditionary - Pennington,Mathematics,All,27.7,25.9,1.8
